weather_observation_id,station_name,state,latitude,longitude,crs,measurement_timestamp,rainfall_mm,rainfall_intensity_mm_hr,temperature_c,relative_humidity_pct,wind_speed_mps,surface_pressure_hpa,river_level_m,river_discharge_m3s,forecast_river_level_m,flood_alert_level,data_source,data_status
IN-WX-0216,Thiruvananthapuram,Kerala,8.514693,76.931652,EPSG:4326,2025-06-07 00:00:00,14.98,2.68,25.7,48.9,13.64,998.9,1.81,227.87,2.07,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0217,Vijayawada,Andhra Pradesh,16.502047,80.652775,EPSG:4326,2025-06-07 00:00:00,10.63,1.76,28.1,79.6,2.05,1016.4,8.28,349.36,8.44,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0218,Visakhapatnam,Andhra Pradesh,17.676901,83.212599,EPSG:4326,2025-06-07 00:00:00,6.15,0.38,28.2,57.2,3.87,1015.2,9.26,868.33,9.34,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0219,Srinagar,Jammu and Kashmir,34.077379,74.794955,EPSG:4326,2025-06-07 00:00:00,47.63,5.6,34.8,49.5,5.33,1012.9,3.78,108.92,3.99,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0220,Shimla,Himachal Pradesh,31.108586,77.172697,EPSG:4326,2025-06-07 00:00:00,8.44,0.36,22.7,52.3,3.11,990.8,9.23,814.87,8.94,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0221,Dehradun,Uttarakhand,30.31169,78.038615,EPSG:4326,2025-06-07 00:00:00,6.33,0.48,33.3,91.2,7.52,994.3,9.89,287.87,9.68,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0222,Gaya,Bihar,24.783922,84.994377,EPSG:4326,2025-06-07 00:00:00,2.26,0.34,20.2,85.6,5.33,1006.5,6.88,380.76,6.75,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0223,Agra,Uttar Pradesh,27.17088,78.001478,EPSG:4326,2025-06-07 00:00:00,21.79,1.05,33.8,97.6,6.88,1005.3,6.17,365.69,6.14,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0224,Gandhinagar,Gujarat,23.213701,72.631769,EPSG:4326,2025-06-07 00:00:00,22.17,2.75,27.0,45.9,12.6,1000.1,7.61,728.86,7.42,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0225,Delhi,Delhi,28.623277,77.218869,EPSG:4326,2025-06-08 00:00:00,44.88,3.09,17.3,87.5,12.76,1008.4,2.54,75.37,2.36,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0226,Mumbai,Maharashtra,19.067291,72.878985,EPSG:4326,2025-06-08 00:00:00,7.29,0.5,15.5,63.7,3.53,1004.7,1.9,233.12,1.98,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0227,Pune,Maharashtra,18.527705,73.863363,EPSG:4326,2025-06-08 00:00:00,7.5,0.4,23.6,66.1,2.81,1013.3,3.36,354.67,3.12,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0228,Nagpur,Maharashtra,21.140298,79.078834,EPSG:4326,2025-06-08 00:00:00,16.03,0.72,13.7,94.6,11.3,1007.4,4.35,152.34,4.14,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0229,Ahmedabad,Gujarat,23.019341,72.574403,EPSG:4326,2025-06-08 00:00:00,11.41,0.68,16.1,72.0,7.75,999.5,5.1,286.73,5.1,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0230,Surat,Gujarat,21.171596,72.821138,EPSG:4326,2025-06-08 00:00:00,51.25,15.68,30.8,61.6,7.83,992.9,3.96,476.86,4.03,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0231,Jaipur,Rajasthan,26.902487,75.794222,EPSG:4326,2025-06-08 00:00:00,1.15,0.05,16.7,47.6,0.95,1019.6,5.27,465.52,5.44,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0232,Lucknow,Uttar Pradesh,26.852579,80.952332,EPSG:4326,2025-06-08 00:00:00,12.91,1.49,15.0,54.1,12.41,1016.8,7.92,558.92,7.76,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0233,Varanasi,Uttar Pradesh,25.311898,82.964667,EPSG:4326,2025-06-08 00:00:00,1.67,0.25,30.3,74.4,5.72,1012.1,4.04,253.07,3.87,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0234,Patna,Bihar,25.595849,85.137243,EPSG:4326,2025-06-08 00:00:00,13.95,1.09,12.4,63.2,7.86,1012.0,4.08,516.61,3.98,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0235,Kolkata,West Bengal,22.568337,88.364708,EPSG:4326,2025-06-08 00:00:00,12.17,1.22,30.7,60.6,3.63,992.5,8.5,878.36,8.32,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0236,Guwahati,Assam,26.141923,91.74187,EPSG:4326,2025-06-08 00:00:00,23.94,4.96,14.8,78.8,10.35,997.6,3.38,165.77,3.42,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0237,Bhubaneswar,Odisha,20.290819,85.833953,EPSG:4326,2025-06-08 00:00:00,17.73,1.11,26.3,86.3,5.41,996.7,2.13,239.99,2.04,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0238,Ranchi,Jharkhand,23.352143,85.313535,EPSG:4326,2025-06-08 00:00:00,15.91,0.75,23.8,76.3,12.26,1002.3,2.78,99.92,2.49,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0239,Bhopal,Madhya Pradesh,23.254698,77.403443,EPSG:4326,2025-06-08 00:00:00,12.35,0.6,31.5,81.7,13.56,1015.0,5.61,418.17,5.55,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0240,Indore,Madhya Pradesh,22.712659,75.860294,EPSG:4326,2025-06-08 00:00:00,13.79,0.71,19.9,81.5,7.32,1004.0,3.1,240.3,3.21,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0241,Raipur,Chhattisgarh,21.253915,81.628888,EPSG:4326,2025-06-08 00:00:00,9.25,0.46,29.2,73.6,13.41,1013.2,9.85,330.55,9.81,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0242,Hyderabad,Telangana,17.384629,78.493753,EPSG:4326,2025-06-08 00:00:00,31.29,8.05,17.3,69.1,8.7,1006.3,8.77,913.53,8.85,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0243,Bengaluru,Karnataka,12.97491,77.591887,EPSG:4326,2025-06-08 00:00:00,1.52,0.09,34.0,56.8,3.48,1018.2,3.76,97.34,3.83,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0244,Mysuru,Karnataka,12.292639,76.646338,EPSG:4326,2025-06-08 00:00:00,17.6,3.56,12.4,56.9,1.53,997.4,7.45,738.44,7.71,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0245,Chennai,Tamil Nadu,13.080902,80.279488,EPSG:4326,2025-06-08 00:00:00,19.62,2.77,30.4,97.2,0.83,992.4,4.57,406.76,4.31,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0246,Coimbatore,Tamil Nadu,11.017729,76.961148,EPSG:4326,2025-06-08 00:00:00,1.05,0.13,33.2,57.9,7.71,1003.9,1.22,152.84,1.17,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0247,Kochi,Kerala,9.923579,76.263336,EPSG:4326,2025-06-08 00:00:00,15.27,1.46,18.8,67.5,1.81,998.5,6.34,329.01,6.59,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0248,Thiruvananthapuram,Kerala,8.530372,76.9383,EPSG:4326,2025-06-08 00:00:00,18.4,3.33,22.3,61.5,12.95,996.4,9.02,477.98,9.15,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0249,Vijayawada,Andhra Pradesh,16.497599,80.641556,EPSG:4326,2025-06-08 00:00:00,6.96,0.33,19.6,72.0,6.14,991.2,4.71,559.19,4.58,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0250,Visakhapatnam,Andhra Pradesh,17.684115,83.225807,EPSG:4326,2025-06-08 00:00:00,16.35,1.75,31.3,74.0,7.29,1019.6,6.48,220.75,6.72,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0251,Srinagar,Jammu and Kashmir,34.075085,74.805335,EPSG:4326,2025-06-08 00:00:00,9.7,3.48,26.8,50.0,7.89,1014.3,8.84,949.69,9.05,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0252,Shimla,Himachal Pradesh,31.095365,77.172166,EPSG:4326,2025-06-08 00:00:00,0.44,0.02,16.8,62.9,13.16,1017.1,5.58,346.44,5.34,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0253,Dehradun,Uttarakhand,30.312991,78.032068,EPSG:4326,2025-06-08 00:00:00,5.09,0.29,24.8,53.4,12.85,1011.8,10.11,1200.17,10.31,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0254,Gaya,Bihar,24.786612,85.006944,EPSG:4326,2025-06-08 00:00:00,9.45,2.43,34.9,71.6,6.28,1003.3,10.04,1271.8,10.18,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0255,Agra,Uttar Pradesh,27.185312,78.004769,EPSG:4326,2025-06-08 00:00:00,15.47,1.01,25.0,60.0,10.02,1010.2,7.79,353.98,7.52,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0256,Gandhinagar,Gujarat,23.217403,72.642016,EPSG:4326,2025-06-08 00:00:00,4.54,0.47,13.9,71.0,2.88,1011.9,5.74,559.9,5.95,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0257,Delhi,Delhi,28.614865,77.204148,EPSG:4326,2025-06-09 00:00:00,10.71,0.89,26.9,73.5,10.77,1011.1,2.65,309.6,2.92,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0258,Mumbai,Maharashtra,19.070532,72.873474,EPSG:4326,2025-06-09 00:00:00,21.42,2.26,25.6,59.3,13.42,1017.8,7.08,351.25,6.78,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0259,Pune,Maharashtra,18.524087,73.854502,EPSG:4326,2025-06-09 00:00:00,7.37,0.55,33.2,85.7,3.0,1003.6,8.56,265.35,8.27,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0260,Nagpur,Maharashtra,21.142442,79.096752,EPSG:4326,2025-06-09 00:00:00,17.04,1.22,25.6,52.8,2.21,1019.5,8.23,618.15,8.24,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0261,Ahmedabad,Gujarat,23.017203,72.562861,EPSG:4326,2025-06-09 00:00:00,9.05,0.57,19.6,81.8,13.91,1002.1,9.25,985.67,9.54,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0262,Surat,Gujarat,21.178904,72.830967,EPSG:4326,2025-06-09 00:00:00,29.98,2.75,35.4,68.3,8.13,1015.2,7.58,289.49,7.81,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0263,Jaipur,Rajasthan,26.921707,75.783495,EPSG:4326,2025-06-09 00:00:00,36.85,2.28,21.7,53.2,8.03,1019.2,2.71,249.13,2.96,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0264,Lucknow,Uttar Pradesh,26.844691,80.940007,EPSG:4326,2025-06-09 00:00:00,5.85,1.09,29.2,53.7,8.28,1002.9,3.49,107.19,3.24,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0265,Varanasi,Uttar Pradesh,25.311196,82.981485,EPSG:4326,2025-06-09 00:00:00,9.15,0.41,24.4,68.0,6.95,991.3,4.4,517.13,4.69,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0266,Patna,Bihar,25.586673,85.136048,EPSG:4326,2025-06-09 00:00:00,5.0,0.28,16.8,50.5,9.29,999.1,6.46,368.9,6.62,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0267,Kolkata,West Bengal,22.572321,88.371995,EPSG:4326,2025-06-09 00:00:00,3.94,0.55,13.8,46.5,6.65,998.8,4.38,426.51,4.5,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0268,Guwahati,Assam,26.141544,91.72645,EPSG:4326,2025-06-09 00:00:00,24.2,1.67,18.2,95.2,7.98,990.3,5.39,309.47,5.55,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0269,Bhubaneswar,Odisha,20.28913,85.829308,EPSG:4326,2025-06-09 00:00:00,14.98,0.89,28.6,50.9,4.97,992.1,7.78,506.72,7.66,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0270,Ranchi,Jharkhand,23.337299,85.310295,EPSG:4326,2025-06-09 00:00:00,27.12,1.57,15.9,66.7,7.59,1008.8,4.89,406.61,4.84,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0271,Bhopal,Madhya Pradesh,23.263058,77.421868,EPSG:4326,2025-06-09 00:00:00,19.1,5.28,33.4,88.4,11.34,996.6,9.67,1092.03,9.69,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0272,Indore,Madhya Pradesh,22.723422,75.850809,EPSG:4326,2025-06-09 00:00:00,12.75,1.88,15.3,97.8,2.65,1008.8,7.18,522.64,7.16,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0273,Raipur,Chhattisgarh,21.255248,81.626583,EPSG:4326,2025-06-09 00:00:00,34.02,1.85,12.9,97.8,12.51,999.9,6.76,878.72,6.53,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0274,Hyderabad,Telangana,17.377913,78.495713,EPSG:4326,2025-06-09 00:00:00,4.46,0.31,14.6,45.4,11.61,1001.5,4.3,107.61,4.06,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0275,Bengaluru,Karnataka,12.96161,77.590805,EPSG:4326,2025-06-09 00:00:00,2.24,0.11,12.6,61.8,2.22,1005.8,5.13,263.66,5.3,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0276,Mysuru,Karnataka,12.305625,76.637243,EPSG:4326,2025-06-09 00:00:00,16.34,1.42,12.6,84.8,2.63,1000.9,6.06,414.44,6.03,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0277,Chennai,Tamil Nadu,13.087667,80.269395,EPSG:4326,2025-06-09 00:00:00,5.27,0.34,29.2,86.7,2.16,997.5,6.71,304.2,6.48,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0278,Coimbatore,Tamil Nadu,11.016716,76.959805,EPSG:4326,2025-06-09 00:00:00,15.25,0.7,22.4,74.6,1.9,1006.7,10.03,1222.39,10.17,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0279,Kochi,Kerala,9.934739,76.266869,EPSG:4326,2025-06-09 00:00:00,10.5,0.84,35.5,77.4,5.95,990.9,1.47,177.58,1.35,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0280,Thiruvananthapuram,Kerala,8.524783,76.935934,EPSG:4326,2025-06-09 00:00:00,26.91,1.37,28.3,52.8,1.88,992.0,7.75,417.8,7.46,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0281,Vijayawada,Andhra Pradesh,16.500945,80.651044,EPSG:4326,2025-06-09 00:00:00,6.27,0.31,30.7,93.4,4.37,1002.3,6.47,702.08,6.45,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0282,Visakhapatnam,Andhra Pradesh,17.692503,83.213237,EPSG:4326,2025-06-09 00:00:00,26.94,1.4,12.8,47.8,13.7,1000.1,7.27,503.42,7.24,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0283,Srinagar,Jammu and Kashmir,34.085644,74.794115,EPSG:4326,2025-06-09 00:00:00,21.4,3.62,33.6,83.8,10.7,1012.0,9.56,240.11,9.62,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0284,Shimla,Himachal Pradesh,31.105001,77.176653,EPSG:4326,2025-06-09 00:00:00,13.61,1.16,27.3,58.7,12.55,999.2,7.52,521.26,7.4,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0285,Dehradun,Uttarakhand,30.323417,78.028581,EPSG:4326,2025-06-09 00:00:00,7.77,0.49,12.1,88.2,12.48,999.8,1.51,133.62,1.73,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0286,Gaya,Bihar,24.79019,84.995487,EPSG:4326,2025-06-09 00:00:00,4.39,0.26,14.5,76.6,4.55,1000.7,7.32,238.66,7.28,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0287,Agra,Uttar Pradesh,27.168237,78.00055,EPSG:4326,2025-06-09 00:00:00,10.99,0.49,35.6,54.5,7.81,1008.9,1.52,115.57,1.77,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0288,Gandhinagar,Gujarat,23.223019,72.645988,EPSG:4326,2025-06-09 00:00:00,0.71,0.06,31.4,78.9,3.68,991.5,4.71,353.84,4.63,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0289,Delhi,Delhi,28.60619,77.201686,EPSG:4326,2025-06-10 00:00:00,3.27,0.27,15.4,57.7,10.27,1017.0,1.15,31.43,1.39,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0290,Mumbai,Maharashtra,19.082925,72.879622,EPSG:4326,2025-06-10 00:00:00,10.12,3.39,28.4,95.7,5.07,1000.1,1.7,93.19,1.5,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0291,Pune,Maharashtra,18.523445,73.85538,EPSG:4326,2025-06-10 00:00:00,11.62,0.57,18.0,82.8,2.87,997.8,10.65,514.05,10.94,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0292,Nagpur,Maharashtra,21.137343,79.095471,EPSG:4326,2025-06-10 00:00:00,16.36,1.04,17.7,62.2,7.89,1013.7,4.49,488.82,4.65,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0293,Ahmedabad,Gujarat,23.030738,72.565608,EPSG:4326,2025-06-10 00:00:00,20.07,1.03,20.1,47.6,9.01,996.9,6.36,301.15,6.22,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0294,Surat,Gujarat,21.169526,72.827458,EPSG:4326,2025-06-10 00:00:00,27.05,2.2,28.4,45.7,2.2,994.0,4.73,236.56,5.02,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0295,Jaipur,Rajasthan,26.904438,75.795089,EPSG:4326,2025-06-10 00:00:00,2.7,0.13,17.3,78.3,3.31,1010.6,6.93,559.05,6.87,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0296,Lucknow,Uttar Pradesh,26.852789,80.943648,EPSG:4326,2025-06-10 00:00:00,6.35,0.29,14.6,67.0,11.55,1001.7,7.26,299.73,7.16,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0297,Varanasi,Uttar Pradesh,25.324024,82.973612,EPSG:4326,2025-06-10 00:00:00,8.96,0.74,26.9,77.4,8.4,1007.8,9.39,1104.45,9.45,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0298,Patna,Bihar,25.596881,85.129451,EPSG:4326,2025-06-10 00:00:00,3.75,0.2,25.8,75.3,12.08,1017.1,9.65,560.43,9.88,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0299,Kolkata,West Bengal,22.57982,88.364029,EPSG:4326,2025-06-10 00:00:00,35.88,3.64,14.6,72.5,2.56,992.9,3.87,345.88,3.91,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0300,Guwahati,Assam,26.1507,91.742429,EPSG:4326,2025-06-10 00:00:00,13.6,2.38,17.5,46.7,4.56,1017.7,6.08,230.14,6.17,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0301,Bhubaneswar,Odisha,20.300156,85.826509,EPSG:4326,2025-06-10 00:00:00,7.56,0.48,33.5,94.1,4.79,996.3,7.36,608.36,7.54,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0302,Ranchi,Jharkhand,23.35031,85.31947,EPSG:4326,2025-06-10 00:00:00,3.04,0.36,29.2,80.2,12.48,1015.5,2.97,282.29,3.01,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0303,Bhopal,Madhya Pradesh,23.254662,77.417255,EPSG:4326,2025-06-10 00:00:00,10.48,0.74,23.8,69.0,3.01,997.5,9.74,947.11,9.97,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0304,Indore,Madhya Pradesh,22.711438,75.856208,EPSG:4326,2025-06-10 00:00:00,5.49,0.28,12.9,81.6,7.12,1006.5,3.09,210.95,3.25,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0305,Raipur,Chhattisgarh,21.244765,81.634107,EPSG:4326,2025-06-10 00:00:00,23.42,2.47,22.5,97.7,0.83,1007.3,6.54,278.94,6.37,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0306,Hyderabad,Telangana,17.385908,78.486241,EPSG:4326,2025-06-10 00:00:00,35.4,2.87,20.3,65.2,13.26,1006.0,11.32,1181.41,11.05,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0307,Bengaluru,Karnataka,12.979899,77.594081,EPSG:4326,2025-06-10 00:00:00,5.83,0.4,29.9,68.1,8.62,995.6,3.18,355.11,3.03,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0308,Mysuru,Karnataka,12.293183,76.642313,EPSG:4326,2025-06-10 00:00:00,2.01,0.1,34.6,87.0,1.94,1018.9,3.11,366.84,2.97,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0309,Chennai,Tamil Nadu,13.075079,80.267641,EPSG:4326,2025-06-10 00:00:00,23.1,1.21,34.6,69.7,1.87,991.4,8.91,956.29,8.71,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0310,Coimbatore,Tamil Nadu,11.00737,76.963827,EPSG:4326,2025-06-10 00:00:00,14.22,1.22,33.9,88.2,3.13,991.5,9.38,329.8,9.54,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0311,Kochi,Kerala,9.92799,76.257652,EPSG:4326,2025-06-10 00:00:00,24.23,5.45,33.4,68.6,10.42,1014.1,3.5,160.23,3.77,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0312,Thiruvananthapuram,Kerala,8.521348,76.942247,EPSG:4326,2025-06-10 00:00:00,6.02,0.39,26.9,60.8,3.03,993.7,3.32,204.19,3.51,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0313,Vijayawada,Andhra Pradesh,16.512072,80.657724,EPSG:4326,2025-06-10 00:00:00,7.55,0.37,18.5,83.9,6.06,992.5,4.84,300.59,5.14,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0314,Visakhapatnam,Andhra Pradesh,17.695603,83.223486,EPSG:4326,2025-06-10 00:00:00,3.52,0.24,26.5,61.9,6.52,1014.7,8.74,770.68,8.71,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0315,Srinagar,Jammu and Kashmir,34.093584,74.798747,EPSG:4326,2025-06-10 00:00:00,14.71,0.63,27.4,82.5,4.82,1016.1,9.29,194.16,9.04,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0316,Shimla,Himachal Pradesh,31.097251,77.172736,EPSG:4326,2025-06-10 00:00:00,15.01,2.54,32.6,86.8,8.1,1012.9,5.82,569.11,6.05,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0317,Dehradun,Uttarakhand,30.325364,78.027459,EPSG:4326,2025-06-10 00:00:00,11.32,0.49,34.6,56.8,7.69,1004.4,6.84,306.8,6.66,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0318,Gaya,Bihar,24.796507,84.997171,EPSG:4326,2025-06-10 00:00:00,19.78,1.38,25.5,62.1,4.0,999.8,4.36,288.74,4.57,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0319,Agra,Uttar Pradesh,27.174959,78.011629,EPSG:4326,2025-06-10 00:00:00,29.47,5.43,12.2,68.7,8.15,1017.2,11.37,881.67,11.33,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0320,Gandhinagar,Gujarat,23.20829,72.632619,EPSG:4326,2025-06-10 00:00:00,3.63,0.16,23.3,78.5,11.15,1003.0,10.31,1048.42,10.38,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0321,Delhi,Delhi,28.606368,77.199285,EPSG:4326,2025-06-11 00:00:00,47.54,4.14,20.4,57.1,2.15,1018.9,7.25,266.64,7.2,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0322,Mumbai,Maharashtra,19.084382,72.870749,EPSG:4326,2025-06-11 00:00:00,2.16,0.15,14.5,69.3,9.49,992.1,9.52,440.6,9.74,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0323,Pune,Maharashtra,18.517288,73.852948,EPSG:4326,2025-06-11 00:00:00,27.91,1.21,31.4,48.0,9.43,995.0,6.44,774.89,6.39,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
