asset_id,asset_type,asset_name,state,district,city_or_village,latitude,longitude,crs,road_class,road_width_m,building_type,building_area_m2,building_height_m,floors,bridge_length_m,railway_flag,school_flag,hospital_flag,government_flag,criticality_level,population_exposed,river_distance_m,floodplain_flag,asset_geometry_wkt,data_source,data_status
IN-ASSET-0170,Building,Building Asset 0170,Bihar,Patna,Patna,25.566183,85.138732,EPSG:4326,State Highway,0.0,Institutional,1253.8,39.2,13,0.0,0,0,0,0,Low,964,2684.9,0,POINT (85.138732 25.566183),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0171,Bridge,Bridge Asset 0171,West Bengal,Kolkata,Kolkata,22.60634,88.371178,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,168.4,0,0,0,0,Very High,542,671.0,1,POINT (88.371178 22.606340),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0172,Railway,Railway Asset 0172,Assam,Guwahati,Guwahati,26.115184,91.760406,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,797,504.7,1,POINT (91.760406 26.115184),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0173,School,School Asset 0173,Odisha,Bhubaneswar,Bhubaneswar,20.32385,85.805129,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1511,1572.1,1,POINT (85.805129 20.323850),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0174,Hospital,Hospital Asset 0174,Jharkhand,Ranchi,Ranchi,23.376825,85.282478,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,350,7458.1,0,POINT (85.282478 23.376825),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0175,Government Facility,Government Facility Asset 0175,Madhya Pradesh,Bhopal,Bhopal,23.27166,77.437711,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,139,5397.9,0,POINT (77.437711 23.271660),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0176,Road,Road Asset 0176,Madhya Pradesh,Indore,Indore,22.733661,75.854783,EPSG:4326,Other District Road,14.8,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,484,7715.2,0,POINT (75.854783 22.733661),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0177,Building,Building Asset 0177,Chhattisgarh,Raipur,Raipur,21.217525,81.61202,EPSG:4326,State Highway,0.0,Commercial,104.1,25.5,8,0.0,0,0,0,0,Low,2404,3482.9,0,POINT (81.612020 21.217525),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0178,Bridge,Bridge Asset 0178,Telangana,Hyderabad,Hyderabad,17.37468,78.47908,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,46.3,0,0,0,0,Very High,375,3037.4,0,POINT (78.479080 17.374680),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0179,Railway,Railway Asset 0179,Karnataka,Bengaluru,Bengaluru,12.963348,77.563179,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,141,6583.9,0,POINT (77.563179 12.963348),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0180,School,School Asset 0180,Karnataka,Mysuru,Mysuru,12.267324,76.649312,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1931,6589.4,0,POINT (76.649312 12.267324),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0181,Hospital,Hospital Asset 0181,Tamil Nadu,Chennai,Chennai,13.104922,80.280216,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,292,5434.7,0,POINT (80.280216 13.104922),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0182,Government Facility,Government Facility Asset 0182,Tamil Nadu,Coimbatore,Coimbatore,11.013884,76.970784,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,151,4179.7,0,POINT (76.970784 11.013884),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0183,Road,Road Asset 0183,Kerala,Kochi,Kochi,9.962039,76.263676,EPSG:4326,Local Road,5.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,724,6125.5,0,POINT (76.263676 9.962039),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0184,Building,Building Asset 0184,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.52673,76.960223,EPSG:4326,National Highway,0.0,Commercial,2634.8,6.3,2,0.0,0,0,0,0,Low,1251,6866.1,0,POINT (76.960223 8.526730),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0185,Bridge,Bridge Asset 0185,Andhra Pradesh,Vijayawada,Vijayawada,16.495536,80.675994,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,392.7,0,0,0,0,Very High,580,2148.6,0,POINT (80.675994 16.495536),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0186,Railway,Railway Asset 0186,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.70906,83.228412,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,532,1292.2,1,POINT (83.228412 17.709060),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0187,School,School Asset 0187,Madhya Pradesh,Bhopal,Bhopal,23.260042,77.423553,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1161,143.6,1,POINT (77.423553 23.260042),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0188,Hospital,Hospital Asset 0188,Jammu and Kashmir,Srinagar,Srinagar,34.06814,74.765156,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,2260,2623.4,0,POINT (74.765156 34.068140),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0189,Government Facility,Government Facility Asset 0189,Himachal Pradesh,Shimla,Shimla,31.103625,77.140132,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,32,5125.0,0,POINT (77.140132 31.103625),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0190,Road,Road Asset 0190,Uttarakhand,Dehradun,Dehradun,30.303561,78.011606,EPSG:4326,Other District Road,19.7,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,230,712.7,1,POINT (78.011606 30.303561),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0191,Building,Building Asset 0191,Bihar,Gaya,Gaya,24.788835,84.969287,EPSG:4326,National Highway,0.0,Public,2481.6,41.6,14,0.0,0,0,0,0,Low,1221,5936.2,0,POINT (84.969287 24.788835),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0192,Bridge,Bridge Asset 0192,Uttar Pradesh,Agra,Agra,27.170602,77.978007,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,443.0,0,0,0,0,Very High,509,2325.3,0,POINT (77.978007 27.170602),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0193,Railway,Railway Asset 0193,Delhi,Delhi,Delhi,28.623699,77.208996,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,380,4586.2,0,POINT (77.208996 28.623699),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0194,School,School Asset 0194,Maharashtra,Mumbai,Mumbai,19.048341,72.888198,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,2227,6446.5,0,POINT (72.888198 19.048341),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0195,Hospital,Hospital Asset 0195,Maharashtra,Pune,Pune,18.490204,73.886784,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,1357,1622.7,1,POINT (73.886784 18.490204),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0196,Government Facility,Government Facility Asset 0196,Maharashtra,Nagpur,Nagpur,21.153613,79.115076,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,653,4557.0,0,POINT (79.115076 21.153613),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0197,Road,Road Asset 0197,Gujarat,Ahmedabad,Ahmedabad,23.03857,72.570631,EPSG:4326,Other District Road,17.8,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,379,6389.6,0,POINT (72.570631 23.038570),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0198,Building,Building Asset 0198,Gujarat,Surat,Surat,21.194627,72.854084,EPSG:4326,State Highway,0.0,Commercial,611.4,4.9,2,0.0,0,0,0,0,Low,2007,2606.0,0,POINT (72.854084 21.194627),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0199,Bridge,Bridge Asset 0199,Rajasthan,Jaipur,Jaipur,26.917599,75.798891,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,232.4,0,0,0,0,Very High,251,4256.0,0,POINT (75.798891 26.917599),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0200,Railway,Railway Asset 0200,Uttar Pradesh,Lucknow,Lucknow,26.859131,80.932708,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,570,7219.3,0,POINT (80.932708 26.859131),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0201,School,School Asset 0201,Uttar Pradesh,Varanasi,Varanasi,25.344249,82.943884,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,268,6578.1,0,POINT (82.943884 25.344249),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0202,Hospital,Hospital Asset 0202,Bihar,Patna,Patna,25.584037,85.154723,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,2405,585.0,1,POINT (85.154723 25.584037),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0203,Government Facility,Government Facility Asset 0203,West Bengal,Kolkata,Kolkata,22.550188,88.355809,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,377,7330.4,0,POINT (88.355809 22.550188),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0204,Road,Road Asset 0204,Assam,Guwahati,Guwahati,26.153402,91.750654,EPSG:4326,Other District Road,7.9,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,136,1150.4,1,POINT (91.750654 26.153402),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0205,Building,Building Asset 0205,Odisha,Bhubaneswar,Bhubaneswar,20.264405,85.858786,EPSG:4326,Local Road,0.0,Institutional,1341.8,31.2,10,0.0,0,0,0,0,Low,105,3507.0,0,POINT (85.858786 20.264405),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0206,Bridge,Bridge Asset 0206,Jharkhand,Ranchi,Ranchi,23.368655,85.31488,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,211.7,0,0,0,0,Very High,130,6575.7,0,POINT (85.314880 23.368655),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0207,Railway,Railway Asset 0207,Madhya Pradesh,Bhopal,Bhopal,23.228271,77.40645,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,157,5693.3,0,POINT (77.406450 23.228271),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0208,School,School Asset 0208,Madhya Pradesh,Indore,Indore,22.753899,75.838419,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1517,5444.7,0,POINT (75.838419 22.753899),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0209,Hospital,Hospital Asset 0209,Chhattisgarh,Raipur,Raipur,21.245119,81.61506,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,355,1563.6,1,POINT (81.615060 21.245119),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0210,Government Facility,Government Facility Asset 0210,Telangana,Hyderabad,Hyderabad,17.403312,78.480864,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,542,5015.9,0,POINT (78.480864 17.403312),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0211,Road,Road Asset 0211,Karnataka,Bengaluru,Bengaluru,12.968127,77.618402,EPSG:4326,Other District Road,7.5,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,454,4726.4,0,POINT (77.618402 12.968127),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0212,Building,Building Asset 0212,Karnataka,Mysuru,Mysuru,12.319783,76.618797,EPSG:4326,National Highway,0.0,Institutional,414.4,7.5,2,0.0,0,0,0,0,Low,896,5656.2,0,POINT (76.618797 12.319783),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0213,Bridge,Bridge Asset 0213,Tamil Nadu,Chennai,Chennai,13.067751,80.265309,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,766.9,0,0,0,0,Very High,764,7979.1,0,POINT (80.265309 13.067751),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0214,Railway,Railway Asset 0214,Tamil Nadu,Coimbatore,Coimbatore,11.042329,76.972723,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,762,1336.7,1,POINT (76.972723 11.042329),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0215,School,School Asset 0215,Kerala,Kochi,Kochi,9.931513,76.28118,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,990,2999.8,0,POINT (76.281180 9.931513),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0216,Hospital,Hospital Asset 0216,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.491838,76.942472,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,1502,2198.1,0,POINT (76.942472 8.491838),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0217,Government Facility,Government Facility Asset 0217,Andhra Pradesh,Vijayawada,Vijayawada,16.524183,80.643285,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,464,1002.3,1,POINT (80.643285 16.524183),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0218,Road,Road Asset 0218,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.652471,83.184733,EPSG:4326,Major District Road,9.9,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,350,4231.1,0,POINT (83.184733 17.652471),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0219,Building,Building Asset 0219,Madhya Pradesh,Bhopal,Bhopal,23.257621,77.425624,EPSG:4326,National Highway,0.0,Institutional,2649.6,7.9,3,0.0,0,0,0,0,Low,54,1782.6,1,POINT (77.425624 23.257621),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0220,Bridge,Bridge Asset 0220,Jammu and Kashmir,Srinagar,Srinagar,34.097074,74.826615,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,642.6,0,0,0,0,Very High,129,6490.7,0,POINT (74.826615 34.097074),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0221,Railway,Railway Asset 0221,Himachal Pradesh,Shimla,Shimla,31.097221,77.172274,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,109,1133.1,1,POINT (77.172274 31.097221),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0222,School,School Asset 0222,Uttarakhand,Dehradun,Dehradun,30.347268,78.003561,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1822,3399.8,0,POINT (78.003561 30.347268),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0223,Hospital,Hospital Asset 0223,Bihar,Gaya,Gaya,24.817491,85.019,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,1600,3772.5,0,POINT (85.019000 24.817491),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0224,Government Facility,Government Facility Asset 0224,Uttar Pradesh,Agra,Agra,27.191664,77.995407,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,679,1874.6,0,POINT (77.995407 27.191664),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0225,Road,Road Asset 0225,Delhi,Delhi,Delhi,28.578995,77.199412,EPSG:4326,Local Road,6.5,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,632,5498.0,0,POINT (77.199412 28.578995),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0226,Building,Building Asset 0226,Maharashtra,Mumbai,Mumbai,19.048031,72.847869,EPSG:4326,Local Road,0.0,Residential,914.4,7.9,3,0.0,0,0,0,0,Low,1655,1675.9,1,POINT (72.847869 19.048031),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0227,Bridge,Bridge Asset 0227,Maharashtra,Pune,Pune,18.492404,73.821937,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,230.3,0,0,0,0,Very High,34,165.6,1,POINT (73.821937 18.492404),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0228,Railway,Railway Asset 0228,Maharashtra,Nagpur,Nagpur,21.135624,79.111014,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,320,5686.6,0,POINT (79.111014 21.135624),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0229,School,School Asset 0229,Gujarat,Ahmedabad,Ahmedabad,23.038511,72.538189,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1391,1129.3,1,POINT (72.538189 23.038511),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0230,Hospital,Hospital Asset 0230,Gujarat,Surat,Surat,21.185423,72.822661,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,1036,5474.9,0,POINT (72.822661 21.185423),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0231,Government Facility,Government Facility Asset 0231,Rajasthan,Jaipur,Jaipur,26.908829,75.769888,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,369,7909.7,0,POINT (75.769888 26.908829),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0232,Road,Road Asset 0232,Uttar Pradesh,Lucknow,Lucknow,26.81571,80.933772,EPSG:4326,National Highway,15.2,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,226,6769.2,0,POINT (80.933772 26.815710),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0233,Building,Building Asset 0233,Uttar Pradesh,Varanasi,Varanasi,25.351008,82.939446,EPSG:4326,Local Road,0.0,Industrial,1485.4,41.8,14,0.0,0,0,0,0,Low,2007,1960.9,0,POINT (82.939446 25.351008),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0234,Bridge,Bridge Asset 0234,Bihar,Patna,Patna,25.56588,85.161486,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,688.8,0,0,0,0,Very High,79,4445.7,0,POINT (85.161486 25.565880),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0235,Railway,Railway Asset 0235,West Bengal,Kolkata,Kolkata,22.548717,88.379597,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,186,5754.8,0,POINT (88.379597 22.548717),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0236,School,School Asset 0236,Assam,Guwahati,Guwahati,26.162215,91.76167,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,2117,5686.2,0,POINT (91.761670 26.162215),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0237,Hospital,Hospital Asset 0237,Odisha,Bhubaneswar,Bhubaneswar,20.329184,85.853637,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,667,308.9,1,POINT (85.853637 20.329184),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0238,Government Facility,Government Facility Asset 0238,Jharkhand,Ranchi,Ranchi,23.351912,85.289674,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,54,3080.9,0,POINT (85.289674 23.351912),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0239,Road,Road Asset 0239,Madhya Pradesh,Bhopal,Bhopal,23.28273,77.42175,EPSG:4326,State Highway,6.2,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,478,4797.2,0,POINT (77.421750 23.282730),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0240,Building,Building Asset 0240,Madhya Pradesh,Indore,Indore,22.713575,75.878809,EPSG:4326,State Highway,0.0,Commercial,1164.9,10.2,3,0.0,0,0,0,0,Low,1135,7369.8,0,POINT (75.878809 22.713575),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0241,Bridge,Bridge Asset 0241,Chhattisgarh,Raipur,Raipur,21.25027,81.640411,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,207.7,0,0,0,0,Very High,461,754.0,1,POINT (81.640411 21.250270),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0242,Railway,Railway Asset 0242,Telangana,Hyderabad,Hyderabad,17.412989,78.475129,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,31,6654.4,0,POINT (78.475129 17.412989),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0243,School,School Asset 0243,Karnataka,Bengaluru,Bengaluru,12.953598,77.574112,EPSG:4326,State Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,1809,6403.9,0,POINT (77.574112 12.953598),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0244,Hospital,Hospital Asset 0244,Karnataka,Mysuru,Mysuru,12.276309,76.642664,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,222,773.0,1,POINT (76.642664 12.276309),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0245,Government Facility,Government Facility Asset 0245,Tamil Nadu,Chennai,Chennai,13.071139,80.29658,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,286,6220.2,0,POINT (80.296580 13.071139),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0246,Road,Road Asset 0246,Tamil Nadu,Coimbatore,Coimbatore,11.050651,76.940319,EPSG:4326,Other District Road,10.6,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,655,4000.2,0,POINT (76.940319 11.050651),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0247,Building,Building Asset 0247,Kerala,Kochi,Kochi,9.959914,76.233747,EPSG:4326,State Highway,0.0,Residential,2293.3,3.6,1,0.0,0,0,0,0,Low,16,3281.4,0,POINT (76.233747 9.959914),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0248,Bridge,Bridge Asset 0248,Kerala,Thiruvananthapuram,Thiruvananthapuram,8.545976,76.944455,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,207.4,0,0,0,0,Very High,772,2106.1,0,POINT (76.944455 8.545976),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0249,Railway,Railway Asset 0249,Andhra Pradesh,Vijayawada,Vijayawada,16.492354,80.664291,EPSG:4326,Other District Road,0.0,Not Applicable,0.0,0.0,0,0.0,1,0,0,0,High,203,7521.8,0,POINT (80.664291 16.492354),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0250,School,School Asset 0250,Andhra Pradesh,Visakhapatnam,Visakhapatnam,17.667325,83.195976,EPSG:4326,National Highway,0.0,Not Applicable,0.0,0.0,0,0.0,0,1,0,0,High,773,2357.9,0,POINT (83.195976 17.667325),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0251,Hospital,Hospital Asset 0251,Madhya Pradesh,Bhopal,Bhopal,23.252096,77.436916,EPSG:4326,Major District Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,1,0,Very High,57,1331.4,1,POINT (77.436916 23.252096),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0252,Government Facility,Government Facility Asset 0252,Jammu and Kashmir,Srinagar,Srinagar,34.083179,74.808424,EPSG:4326,Local Road,0.0,Not Applicable,0.0,0.0,0,0.0,0,0,0,1,High,209,6430.9,0,POINT (74.808424 34.083179),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0253,Road,Road Asset 0253,Himachal Pradesh,Shimla,Shimla,31.126026,77.187715,EPSG:4326,Major District Road,4.3,Not Applicable,0.0,0.0,0,0.0,0,0,0,0,Medium,284,7515.6,0,POINT (77.187715 31.126026),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-ASSET-0254,Building,Building Asset 0254,Uttarakhand,Dehradun,Dehradun,30.313177,78.040729,EPSG:4326,National Highway,0.0,Residential,2749.7,15.7,5,0.0,0,0,0,0,Low,2469,808.9,1,POINT (78.040729 30.313177),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
