population_id,state,district,village_or_city,nearest_city,latitude,longitude,crs,population_total,male_population,female_population,households,population_density_per_km2,children_population,elderly_population,settlement_type,river_distance_m,floodplain_flag,elevation_m,estimated_exposed_population,settlement_geometry_wkt,data_source,data_status
IN-POP-0186,Uttar Pradesh,Agra,Agra Settlement 0186,Agra,27.201628,78.006879,EPSG:4326,2383,1128,1255,504,332.6,386,299,Village,3025.5,0,93.7,139,POINT (78.006879 27.201628),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0187,Delhi,Delhi,Delhi Settlement 0187,Delhi,28.620339,77.196555,EPSG:4326,4534,2266,2268,954,617.8,935,467,Village,1819.9,0,132.2,113,POINT (77.196555 28.620339),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0188,Maharashtra,Mumbai,Mumbai Settlement 0188,Mumbai,19.105299,72.873493,EPSG:4326,128569,66721,61848,33681,12525.6,17440,11472,City,1043.7,1,881.9,41195,POINT (72.873493 19.105299),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0189,Maharashtra,Pune,Pune Settlement 0189,Pune,18.544107,73.840732,EPSG:4326,7110,3753,3357,1689,828.8,1503,579,Town,1541.3,1,327.0,2415,POINT (73.840732 18.544107),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0190,Maharashtra,Nagpur,Nagpur Settlement 0190,Nagpur,21.126491,79.0984,EPSG:4326,57256,27763,29493,12585,5399.3,10017,4720,City,1928.3,0,324.8,3872,POINT (79.098400 21.126491),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0191,Gujarat,Ahmedabad,Ahmedabad Settlement 0191,Ahmedabad,23.001722,72.5792,EPSG:4326,20296,10506,9790,4161,2071.1,3861,1782,Village,6924.7,0,901.5,667,POINT (72.579200 23.001722),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0192,Gujarat,Surat,Surat Settlement 0192,Surat,21.18154,72.819829,EPSG:4326,3909,1972,1937,1205,1489.7,643,425,Village,3266.8,0,682.4,171,POINT (72.819829 21.181540),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0193,Rajasthan,Jaipur,Jaipur Settlement 0193,Jaipur,26.916049,75.802201,EPSG:4326,8639,4188,4451,1752,746.6,1314,854,Village,4987.4,0,165.1,505,POINT (75.802201 26.916049),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0194,Uttar Pradesh,Lucknow,Lucknow Settlement 0194,Lucknow,26.867147,80.974843,EPSG:4326,16895,8717,8178,3548,2831.7,2156,1743,Village,4931.2,0,1137.7,976,POINT (80.974843 26.867147),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0195,Uttar Pradesh,Varanasi,Varanasi Settlement 0195,Varanasi,25.292733,82.994406,EPSG:4326,3039,1580,1459,858,367.7,617,385,Village,7766.1,0,772.2,210,POINT (82.994406 25.292733),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0196,Bihar,Patna,Patna Settlement 0196,Patna,25.619597,85.121476,EPSG:4326,21545,10893,10652,5904,2666.9,4570,2756,Village,314.3,1,1068.0,5804,POINT (85.121476 25.619597),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0197,West Bengal,Kolkata,Kolkata Settlement 0197,Kolkata,22.577332,88.359032,EPSG:4326,6972,3406,3566,1789,707.6,1391,632,Village,7791.9,0,12.8,256,POINT (88.359032 22.577332),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0198,Assam,Guwahati,Guwahati Settlement 0198,Guwahati,26.136148,91.714725,EPSG:4326,9680,4600,5080,2178,1352.5,1254,648,Village,266.2,1,758.9,2184,POINT (91.714725 26.136148),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0199,Odisha,Bhubaneswar,Bhubaneswar Settlement 0199,Bhubaneswar,20.29254,85.837946,EPSG:4326,8402,4337,4065,1740,965.3,1610,522,Village,3038.0,0,548.1,344,POINT (85.837946 20.292540),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0200,Jharkhand,Ranchi,Ranchi Settlement 0200,Ranchi,23.360563,85.282637,EPSG:4326,26845,12680,14165,5720,2995.8,4604,1813,Town,3276.6,0,1092.7,1941,POINT (85.282637 23.360563),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0201,Madhya Pradesh,Bhopal,Bhopal Settlement 0201,Bhopal,23.234739,77.441424,EPSG:4326,34654,17564,17090,9353,8072.1,7093,3692,Town,3580.8,0,1085.8,618,POINT (77.441424 23.234739),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0202,Madhya Pradesh,Indore,Indore Settlement 0202,Indore,22.69174,75.852493,EPSG:4326,3980,1969,2011,1176,533.9,654,443,Village,6031.7,0,660.9,71,POINT (75.852493 22.691740),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0203,Chhattisgarh,Raipur,Raipur Settlement 0203,Raipur,21.258229,81.612945,EPSG:4326,141736,73200,68536,31363,139372.2,24611,16644,Town,472.8,1,727.7,9428,POINT (81.612945 21.258229),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0204,Telangana,Hyderabad,Hyderabad Settlement 0204,Hyderabad,17.395095,78.466596,EPSG:4326,15815,7893,7922,4494,1981.9,2925,1672,Village,415.1,1,959.7,10796,POINT (78.466596 17.395095),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0205,Karnataka,Bengaluru,Bengaluru Settlement 0205,Bengaluru,12.999161,77.580784,EPSG:4326,103760,50909,52851,30850,10304.5,13133,13484,Urban Fringe,1654.7,1,489.8,30225,POINT (77.580784 12.999161),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0206,Karnataka,Mysuru,Mysuru Settlement 0206,Mysuru,12.284509,76.644757,EPSG:4326,52609,25978,26631,11733,7109.3,9057,3370,Urban Fringe,257.0,1,313.7,4698,POINT (76.644757 12.284509),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0207,Tamil Nadu,Chennai,Chennai Settlement 0207,Chennai,13.068927,80.256988,EPSG:4326,47469,23813,23656,12152,8237.5,8884,3053,City,4643.4,0,170.7,366,POINT (80.256988 13.068927),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0208,Tamil Nadu,Coimbatore,Coimbatore Settlement 0208,Coimbatore,11.02097,76.9728,EPSG:4326,63494,31797,31697,16234,16029.6,9790,4107,City,1186.1,1,104.8,33062,POINT (76.972800 11.020970),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0209,Kerala,Kochi,Kochi Settlement 0209,Kochi,9.935617,76.252751,EPSG:4326,107327,53361,53966,22701,29289.6,16175,13870,Town,7426.4,0,1105.4,7014,POINT (76.252751 9.935617),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0210,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0210,Thiruvananthapuram,8.532237,76.964292,EPSG:4326,82608,43515,39093,17741,7394.0,13775,7230,City,2611.3,0,1154.1,6314,POINT (76.964292 8.532237),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0211,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0211,Vijayawada,16.529251,80.622317,EPSG:4326,14169,7049,7120,3517,1301.9,1767,1039,Village,1176.7,1,857.3,10001,POINT (80.622317 16.529251),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0212,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0212,Visakhapatnam,17.681769,83.248106,EPSG:4326,6892,3482,3410,1459,6667.1,1177,612,Village,7107.2,0,674.3,409,POINT (83.248106 17.681769),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0213,Jammu and Kashmir,Srinagar,Srinagar Settlement 0213,Srinagar,34.070869,74.793628,EPSG:4326,62706,32184,30522,17257,6009.9,12963,4719,Urban Fringe,831.5,1,26.4,4475,POINT (74.793628 34.070869),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0214,Himachal Pradesh,Shimla,Shimla Settlement 0214,Shimla,31.098501,77.185319,EPSG:4326,20915,10587,10328,5235,10760.9,3074,1563,Village,1294.8,1,478.9,3932,POINT (77.185319 31.098501),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0215,Uttarakhand,Dehradun,Dehradun Settlement 0215,Dehradun,30.290572,78.00936,EPSG:4326,9689,4904,4785,2824,918.2,1292,1033,Village,3578.6,0,384.3,370,POINT (78.009360 30.290572),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0216,Bihar,Gaya,Gaya Settlement 0216,Gaya,24.775276,85.004806,EPSG:4326,62801,32680,30121,16201,5955.6,9541,5655,Urban Fringe,1317.3,1,321.5,6042,POINT (85.004806 24.775276),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0217,Uttar Pradesh,Agra,Agra Settlement 0217,Agra,27.20293,78.026682,EPSG:4326,5831,3053,2778,1792,554.7,1253,515,Village,3986.2,0,375.2,66,POINT (78.026682 27.202930),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0218,Delhi,Delhi,Delhi Settlement 0218,Delhi,28.587362,77.216557,EPSG:4326,39105,20335,18770,11720,28217.5,6039,3741,City,1734.8,1,483.4,13546,POINT (77.216557 28.587362),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0219,Maharashtra,Mumbai,Mumbai Settlement 0219,Mumbai,19.095355,72.901245,EPSG:4326,1286,617,669,316,847.0,204,125,Village,4603.3,0,246.4,50,POINT (72.901245 19.095355),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0220,Maharashtra,Pune,Pune Settlement 0220,Pune,18.49311,73.878226,EPSG:4326,13582,6937,6645,3669,2349.2,2510,1641,Village,2196.8,0,81.1,224,POINT (73.878226 18.493110),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0221,Maharashtra,Nagpur,Nagpur Settlement 0221,Nagpur,21.158696,79.066547,EPSG:4326,38275,19864,18411,8425,5868.0,6193,4857,Urban Fringe,947.5,1,180.0,19895,POINT (79.066547 21.158696),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0222,Gujarat,Ahmedabad,Ahmedabad Settlement 0222,Ahmedabad,22.999561,72.541481,EPSG:4326,53374,27789,25585,14375,4547.1,9459,5089,City,3403.5,0,909.4,414,POINT (72.541481 22.999561),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0223,Gujarat,Surat,Surat Settlement 0223,Surat,21.183065,72.803786,EPSG:4326,6007,2909,3098,1276,1109.8,753,716,City,5638.7,0,571.6,272,POINT (72.803786 21.183065),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0224,Rajasthan,Jaipur,Jaipur Settlement 0224,Jaipur,26.895584,75.771784,EPSG:4326,63289,32455,30834,16833,23470.6,7712,4923,Urban Fringe,5824.8,0,425.1,430,POINT (75.771784 26.895584),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0225,Uttar Pradesh,Lucknow,Lucknow Settlement 0225,Lucknow,26.859203,80.951414,EPSG:4326,40916,20419,20497,10231,24244.9,6558,3242,City,1592.4,1,940.7,28364,POINT (80.951414 26.859203),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0226,Uttar Pradesh,Varanasi,Varanasi Settlement 0226,Varanasi,25.327126,82.94795,EPSG:4326,20798,9959,10839,5244,3203.2,2525,2060,Town,5402.4,0,368.2,1005,POINT (82.947950 25.327126),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0227,Bihar,Patna,Patna Settlement 0227,Patna,25.601752,85.136659,EPSG:4326,9436,4972,4464,2486,2402.7,1987,1055,Village,1991.6,0,14.3,45,POINT (85.136659 25.601752),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0228,West Bengal,Kolkata,Kolkata Settlement 0228,Kolkata,22.556066,88.369598,EPSG:4326,21666,10244,11422,6101,2196.3,4344,2269,Village,7829.6,0,713.1,219,POINT (88.369598 22.556066),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0229,Assam,Guwahati,Guwahati Settlement 0229,Guwahati,26.126021,91.757163,EPSG:4326,3285,1733,1552,863,2016.1,681,294,Village,5311.1,0,525.0,156,POINT (91.757163 26.126021),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0230,Odisha,Bhubaneswar,Bhubaneswar Settlement 0230,Bhubaneswar,20.313345,85.8114,EPSG:4326,134332,65928,68404,35842,11379.9,29441,15710,Urban Fringe,1279.8,1,294.7,53961,POINT (85.811400 20.313345),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0231,Jharkhand,Ranchi,Ranchi Settlement 0231,Ranchi,23.328662,85.295845,EPSG:4326,36310,19217,17093,7726,6924.5,6605,4234,Town,7929.1,0,792.7,1680,POINT (85.295845 23.328662),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0232,Madhya Pradesh,Bhopal,Bhopal Settlement 0232,Bhopal,23.281949,77.403116,EPSG:4326,89480,44531,44949,26935,7942.0,11930,8966,Town,5471.5,0,388.7,5128,POINT (77.403116 23.281949),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0233,Madhya Pradesh,Indore,Indore Settlement 0233,Indore,22.737438,75.851438,EPSG:4326,69292,36250,33042,16494,6668.7,10558,7610,Town,4547.2,0,247.9,2751,POINT (75.851438 22.737438),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0234,Chhattisgarh,Raipur,Raipur Settlement 0234,Raipur,21.236641,81.626176,EPSG:4326,119603,58060,61543,29855,31754.7,16600,10560,City,3310.6,0,291.6,4596,POINT (81.626176 21.236641),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0235,Telangana,Hyderabad,Hyderabad Settlement 0235,Hyderabad,17.395555,78.488385,EPSG:4326,30285,15461,14824,7071,5298.7,5045,2308,Town,4927.1,0,1154.2,988,POINT (78.488385 17.395555),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0236,Karnataka,Bengaluru,Bengaluru Settlement 0236,Bengaluru,12.969802,77.583632,EPSG:4326,5688,2749,2939,1521,860.8,716,484,Village,6086.3,0,585.8,401,POINT (77.583632 12.969802),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0237,Karnataka,Mysuru,Mysuru Settlement 0237,Mysuru,12.272629,76.656934,EPSG:4326,95948,46296,49652,25469,43430.8,13521,12250,Town,2843.6,0,1017.4,7197,POINT (76.656934 12.272629),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0238,Tamil Nadu,Chennai,Chennai Settlement 0238,Chennai,13.052829,80.280092,EPSG:4326,14899,7464,7435,4282,3658.1,1790,1262,City,4689.5,0,716.3,947,POINT (80.280092 13.052829),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0239,Tamil Nadu,Coimbatore,Coimbatore Settlement 0239,Coimbatore,11.035316,76.958081,EPSG:4326,46532,21982,24550,10558,15685.0,9288,4402,Town,6680.2,0,411.4,3441,POINT (76.958081 11.035316),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0240,Kerala,Kochi,Kochi Settlement 0240,Kochi,9.908398,76.286997,EPSG:4326,2866,1372,1494,848,1004.9,597,305,Village,5427.4,0,227.6,109,POINT (76.286997 9.908398),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0241,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0241,Thiruvananthapuram,8.549092,76.94909,EPSG:4326,45030,22290,22740,10300,5515.4,6804,4882,Town,6163.7,0,895.9,3545,POINT (76.949090 8.549092),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0242,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0242,Vijayawada,16.504746,80.623702,EPSG:4326,110075,53540,56535,27408,9692.2,23757,7225,Town,272.4,1,784.2,42686,POINT (80.623702 16.504746),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0243,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0243,Visakhapatnam,17.715371,83.23542,EPSG:4326,137057,69647,67410,36228,34029.7,22148,14336,Urban Fringe,6383.1,0,127.3,2741,POINT (83.235420 17.715371),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0244,Jammu and Kashmir,Srinagar,Srinagar Settlement 0244,Srinagar,34.081393,74.826662,EPSG:4326,2858,1467,1391,608,715.8,502,254,Village,3050.7,0,1072.3,120,POINT (74.826662 34.081393),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0245,Himachal Pradesh,Shimla,Shimla Settlement 0245,Shimla,31.126707,77.150372,EPSG:4326,22885,12065,10820,5676,7903.4,4390,2572,Urban Fringe,7890.7,0,214.9,1649,POINT (77.150372 31.126707),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0246,Uttarakhand,Dehradun,Dehradun Settlement 0246,Dehradun,30.298774,78.021026,EPSG:4326,12026,6216,5810,3422,1427.9,2123,1125,City,3363.9,0,94.8,905,POINT (78.021026 30.298774),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0247,Bihar,Gaya,Gaya Settlement 0247,Gaya,24.777933,85.00188,EPSG:4326,28469,14601,13868,8653,2426.9,5652,2975,Urban Fringe,4385.2,0,8.3,287,POINT (85.001880 24.777933),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0248,Uttar Pradesh,Agra,Agra Settlement 0248,Agra,27.171335,77.997053,EPSG:4326,87600,44282,43318,18504,125208.9,11952,7841,Town,3370.7,0,1013.9,1454,POINT (77.997053 27.171335),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0249,Delhi,Delhi,Delhi Settlement 0249,Delhi,28.619628,77.202166,EPSG:4326,12916,6509,6407,2670,1727.7,1739,995,Town,6929.4,0,704.2,696,POINT (77.202166 28.619628),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0250,Maharashtra,Mumbai,Mumbai Settlement 0250,Mumbai,19.068582,72.880869,EPSG:4326,47893,23369,24524,10570,7827.9,6897,5770,Urban Fringe,198.2,1,987.4,15766,POINT (72.880869 19.068582),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0251,Maharashtra,Pune,Pune Settlement 0251,Pune,18.500969,73.884812,EPSG:4326,1490,748,742,458,1040.2,228,140,Village,5450.9,0,704.7,101,POINT (73.884812 18.500969),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0252,Maharashtra,Nagpur,Nagpur Settlement 0252,Nagpur,21.124345,79.093424,EPSG:4326,149034,76747,72287,38658,21490.1,31174,18139,Urban Fringe,6515.7,0,122.2,652,POINT (79.093424 21.124345),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0253,Gujarat,Ahmedabad,Ahmedabad Settlement 0253,Ahmedabad,23.003219,72.586495,EPSG:4326,22896,11903,10993,5631,6512.6,4333,1491,Village,7072.1,0,186.8,1184,POINT (72.586495 23.003219),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0254,Gujarat,Surat,Surat Settlement 0254,Surat,21.17632,72.816654,EPSG:4326,22381,10608,11773,5128,3339.5,2700,1575,Village,88.0,1,165.4,7828,POINT (72.816654 21.176320),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0255,Rajasthan,Jaipur,Jaipur Settlement 0255,Jaipur,26.896394,75.811621,EPSG:4326,141160,72273,68887,35182,12905.0,21554,16370,Town,3754.8,0,1071.6,7075,POINT (75.811621 26.896394),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0256,Uttar Pradesh,Lucknow,Lucknow Settlement 0256,Lucknow,26.828406,80.916537,EPSG:4326,14547,7512,7035,3704,8091.0,3163,1592,Village,330.7,1,620.3,5227,POINT (80.916537 26.828406),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0257,Uttar Pradesh,Varanasi,Varanasi Settlement 0257,Varanasi,25.321363,82.945417,EPSG:4326,23530,11425,12105,5580,10248.2,3129,1887,Village,4129.4,0,860.9,1564,POINT (82.945417 25.321363),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0258,Bihar,Patna,Patna Settlement 0258,Patna,25.57838,85.135981,EPSG:4326,30422,14380,16042,7493,5310.3,3742,2016,Town,3928.2,0,749.3,25,POINT (85.135981 25.578380),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0259,West Bengal,Kolkata,Kolkata Settlement 0259,Kolkata,22.545855,88.363307,EPSG:4326,110861,58120,52741,25714,26334.2,16284,13981,Town,5999.9,0,394.7,7570,POINT (88.363307 22.545855),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0260,Assam,Guwahati,Guwahati Settlement 0260,Guwahati,26.168426,91.723385,EPSG:4326,18284,9459,8825,4019,2490.8,3368,1764,Village,4233.5,0,885.6,178,POINT (91.723385 26.168426),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0261,Odisha,Bhubaneswar,Bhubaneswar Settlement 0261,Bhubaneswar,20.280222,85.804963,EPSG:4326,5895,3098,2797,1698,1811.3,929,383,Village,4981.7,0,956.4,79,POINT (85.804963 20.280222),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0262,Jharkhand,Ranchi,Ranchi Settlement 0262,Ranchi,23.348731,85.302072,EPSG:4326,127172,64766,62406,30980,26374.1,21481,11595,City,1938.5,0,449.7,4091,POINT (85.302072 23.348731),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0263,Madhya Pradesh,Bhopal,Bhopal Settlement 0263,Bhopal,23.246554,77.412368,EPSG:4326,49186,24179,25007,13222,7331.5,7539,5306,City,4396.4,0,679.3,2507,POINT (77.412368 23.246554),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0264,Madhya Pradesh,Indore,Indore Settlement 0264,Indore,22.70428,75.886833,EPSG:4326,37779,19663,18116,9607,4749.4,7979,2882,City,5431.4,0,833.2,2963,POINT (75.886833 22.704280),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0265,Chhattisgarh,Raipur,Raipur Settlement 0265,Raipur,21.244163,81.602409,EPSG:4326,23875,11959,11916,4893,2080.6,3253,1596,Town,3841.3,0,647.1,1337,POINT (81.602409 21.244163),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0266,Telangana,Hyderabad,Hyderabad Settlement 0266,Hyderabad,17.36765,78.51549,EPSG:4326,62958,31815,31143,13273,16877.8,13419,8122,Urban Fringe,685.5,1,402.7,15790,POINT (78.515490 17.367650),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0267,Karnataka,Bengaluru,Bengaluru Settlement 0267,Bengaluru,12.96122,77.615184,EPSG:4326,92493,48040,44453,18858,30771.4,13445,11247,Town,4339.0,0,845.2,3193,POINT (77.615184 12.961220),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0268,Karnataka,Mysuru,Mysuru Settlement 0268,Mysuru,12.312866,76.625501,EPSG:4326,107110,52834,54276,25578,76916.9,19552,11940,City,5320.2,0,1097.5,77,POINT (76.625501 12.312866),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0269,Tamil Nadu,Chennai,Chennai Settlement 0269,Chennai,13.064883,80.240975,EPSG:4326,10397,5507,4890,2971,1262.1,1779,1342,Village,1431.6,1,680.7,7661,POINT (80.240975 13.064883),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0270,Tamil Nadu,Coimbatore,Coimbatore Settlement 0270,Coimbatore,11.032435,76.959836,EPSG:4326,133865,70904,62961,39830,11683.1,27703,17274,City,4578.5,0,702.5,3717,POINT (76.959836 11.032435),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0271,Kerala,Kochi,Kochi Settlement 0271,Kochi,9.912919,76.253683,EPSG:4326,18746,9666,9080,4898,2393.3,2992,1316,Village,2622.5,0,1097.5,5,POINT (76.253683 9.912919),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0272,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0272,Thiruvananthapuram,8.508974,76.919301,EPSG:4326,124548,65267,59281,30960,20822.6,18895,15160,City,7927.4,0,920.6,2665,POINT (76.919301 8.508974),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0273,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0273,Vijayawada,16.495334,80.673003,EPSG:4326,130178,61755,68423,39851,24482.0,20011,9488,City,3477.8,0,1115.6,9071,POINT (80.673003 16.495334),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0274,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0274,Visakhapatnam,17.688669,83.2162,EPSG:4326,1093,556,537,275,150.4,211,118,Village,7619.3,0,153.2,79,POINT (83.216200 17.688669),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0275,Jammu and Kashmir,Srinagar,Srinagar Settlement 0275,Srinagar,34.096233,74.79498,EPSG:4326,73763,38458,35305,17371,6467.5,10048,5927,City,2374.6,0,502.8,3942,POINT (74.794980 34.096233),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0276,Himachal Pradesh,Shimla,Shimla Settlement 0276,Shimla,31.109708,77.199279,EPSG:4326,24522,11594,12928,7179,2056.2,4647,2218,Village,598.7,1,182.0,12895,POINT (77.199279 31.109708),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0277,Uttarakhand,Dehradun,Dehradun Settlement 0277,Dehradun,30.286676,78.039538,EPSG:4326,79342,38960,40382,18315,14187.7,17147,7522,Town,1191.9,1,420.8,54637,POINT (78.039538 30.286676),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0278,Bihar,Gaya,Gaya Settlement 0278,Gaya,24.800833,85.004061,EPSG:4326,41537,20625,20912,9155,4703.3,6041,5224,Town,1424.5,1,972.8,22495,POINT (85.004061 24.800833),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
