dam_id,dam_name,state,river_basin,river_name,nearest_city_or_district,latitude,longitude,crs,year_of_completion,seismic_zone,dam_type,dam_height_m,dam_length_m,dam_volume_content_m3,gross_storage_capacity_m3,reservoir_area_m2,effective_storage_capacity_m3,purpose,designed_spillway_capacity_m3s,dam_status,dam_geometry_wkt,data_status
IND_DAM_0340,Kaushalya - Prototype Record 340,Haryana,Indus,Kaushalya,Haryana,30.7708997,76.9546093,EPSG:4326,1927,V,Earthfill,47.02,1458.16,8852330.32,111518997.12,7557884.7,97551896.99,Irrigation;Hydropower,1431.17,Operational,POINT (76.9546093 30.7708997),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0341,Bhakra - Prototype Record 341,Himachal Pradesh,Indus,Sutlej,Himachal Pradesh,31.4778717,76.5711927,EPSG:4326,1926,IV,Concrete/Gravity,68.37,1162.47,6509148.78,188934831.16,14855765.09,164006149.39,Irrigation;Hydropower,3536.53,Under Construction,POINT (76.5711927 31.4778717),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0342,Pong - Prototype Record 342,Himachal Pradesh,Indus,Beas,Himachal Pradesh,31.8623397,76.9775197,EPSG:4326,1957,V,Earthfill,19.41,869.89,2411365.07,900925876.59,107303092.09,647111825.37,Hydropower,6772.44,Operational,POINT (76.9775197 31.8623397),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0343,Maithon - Prototype Record 343,Jharkhand,Damodar,Barakar,Jharkhand,23.943854,86.589083,EPSG:4326,1938,III,Concrete/Earthfill,56.11,972.21,3156248.83,170855155.09,12508665.75,158399215.85,Multipurpose,2904.05,Operational,POINT (86.5890830 23.9438540),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0344,Panchet - Prototype Record 344,Jharkhand,Ganga,Damodar,Jharkhand,23.6477987,86.6709333,EPSG:4326,1963,IV,Earthfill/Concrete,17.69,3025.24,9212546.71,156218798.6,11046423.95,135297563.04,Flood Control,3132.01,Operational,POINT (86.6709333 23.6477987),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0345,Almatti - Prototype Record 345,Karnataka,Krishna,Krishna,Karnataka,16.1878531,75.8819856,EPSG:4326,1928,IV,Concrete,34.85,725.33,2948903.85,56202694.11,26966995.63,46815587.22,Hydropower,737.62,Under Construction,POINT (75.8819856 16.1878531),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0346,Krishna Raja Sagara - Prototype Record 346,Karnataka,Cauvery,Cauvery,Karnataka,12.4081016,76.4499952,EPSG:4326,2019,V,Masonry,56.48,722.41,6644050.45,194942242.77,33555523.91,151102873.29,Multipurpose,2947.47,Operational,POINT (76.4499952 12.4081016),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0347,Tungabhadra - Prototype Record 347,Karnataka,Krishna,Tungabhadra,Karnataka,15.2841203,76.3677172,EPSG:4326,2005,II,Masonry,44.18,513.73,3777001.97,51364679.96,7912701.63,43626681.71,Drinking Water,1745.6,Operational,POINT (76.3677172 15.2841203),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0348,Idukki - Prototype Record 348,Kerala,West Coast,Periyar,Kerala,9.8888412,76.8166916,EPSG:4326,1934,II,Concrete/Arch,158.55,1170.72,7513905.73,215841860.46,41465092.9,174972501.76,Multipurpose,3816.61,Operational,POINT (76.8166916 9.8888412),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0349,Mullaperiyar - Prototype Record 349,Kerala,West Coast,Periyar,Kerala,9.4240632,77.075934,EPSG:4326,1933,V,Masonry,33.78,611.37,2349392.33,1092269974.36,95541057.24,786700489.07,Irrigation;Hydropower,6289.28,Under Construction,POINT (77.0759340 9.4240632),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0350,Indira Sagar - Prototype Record 350,Madhya Pradesh,Narmada,Narmada,Madhya Pradesh,22.3665653,76.486615,EPSG:4326,1925,II,Concrete/Earthfill,54.04,335.81,1212425.5,78386502.84,6661282.53,52022429.13,Hydropower,1466.5,Operational,POINT (76.4866150 22.3665653),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0351,Bargi - Prototype Record 351,Madhya Pradesh,Narmada,Narmada,Madhya Pradesh,22.8727689,79.8875252,EPSG:4326,1973,IV,Concrete,48.1,441.96,1373214.3,264354002.5,19331744.06,173334563.19,Irrigation;Hydropower,4386.8,Operational,POINT (79.8875252 22.8727689),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0352,Koyna - Prototype Record 352,Maharashtra,Other,Koyna,Maharashtra,17.4029867,73.6540416,EPSG:4326,1927,III,Concrete/Gravity,57.76,440.35,3632035.23,127496842.25,43633402.04,119430121.72,Hydropower,866.54,Operational,POINT (73.6540416 17.4029867),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0353,Jayakwadi - Prototype Record 353,Maharashtra,Godavari,Godavari,Maharashtra,19.4251511,75.3685973,EPSG:4326,1930,IV,Earthfill,27.29,344.31,1439203.13,259473364.78,21893734.8,201912837.41,Irrigation;Hydropower,1873.44,Operational,POINT (75.3685973 19.4251511),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0354,Khuga - Prototype Record 354,Manipur,Barak,Khuga,Manipur,24.5436908,93.7107841,EPSG:4326,1951,III,Earthfill,48.79,1639.1,11196132.72,322361576.92,37157274.03,249899430.83,Drinking Water,2699.18,Operational,POINT (93.7107841 24.5436908),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0355,Umiam - Prototype Record 355,Meghalaya,Brahmaputra,Umiam,Meghalaya,25.6912212,92.0367935,EPSG:4326,1987,V,Concrete,49.23,1120.29,4568971.93,40303717.79,2870375.88,29578992.7,Multipurpose,647.13,Under Construction,POINT (92.0367935 25.6912212),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0356,Tuirial - Prototype Record 356,Mizoram,Barak,Tuirial,Mizoram,23.8346474,92.6589558,EPSG:4326,1964,IV,Earthfill,31.69,387.7,2075432.84,193397290.18,14558132.43,132869414.63,Irrigation;Hydropower,3063.66,Operational,POINT (92.6589558 23.8346474),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0357,Doyang - Prototype Record 357,Nagaland,Brahmaputra,Doyang,Nagaland,26.1531062,94.2046908,EPSG:4326,1999,IV,Earthfill,5.0,873.85,356995.71,123653034.39,39260691.59,91616871.84,Irrigation,1723.67,Operational,POINT (94.2046908 26.1531062),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0358,Hirakud - Prototype Record 358,Odisha,Mahanadi,Mahanadi,Odisha,21.6367101,83.8426274,EPSG:4326,1947,V,Masonry/Earthfill,46.7,566.11,1684094.91,318105547.05,71767203.08,231607349.59,Hydropower,2974.18,Operational,POINT (83.8426274 21.6367101),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0359,Ranjit Sagar - Prototype Record 359,Punjab,Indus,Ravi,Punjab,32.483105,75.5344942,EPSG:4326,1950,III,Concrete/Gravity,55.31,440.94,3327494.46,585263579.64,59054930.47,383285714.82,Flood Control,3836.42,Operational,POINT (75.5344942 32.4831050),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0360,Bisalpur - Prototype Record 360,Rajasthan,Ganga,Banas,Rajasthan,25.5380503,75.3736529,EPSG:4326,1978,IV,Masonry,31.28,385.68,974388.33,269126156.03,123428429.36,220021809.61,Irrigation,4070.78,Operational,POINT (75.3736529 25.5380503),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0361,Rana Pratap Sagar - Prototype Record 361,Rajasthan,Ganga,Chambal,Rajasthan,24.0280547,75.6410675,EPSG:4326,2012,II,Concrete,51.43,656.62,1825423.7,239476598.2,23478478.24,162481692.94,Irrigation,4365.67,Under Construction,POINT (75.6410675 24.0280547),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0362,Teesta V - Prototype Record 362,Sikkim,Ganga,Teesta,Sikkim,27.2127075,88.776228,EPSG:4326,1920,V,Concrete,69.09,1005.8,3860420.27,228804409.84,44724226.36,212991907.96,Irrigation,1642.24,Operational,POINT (88.7762280 27.2127075),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0363,Mettur - Prototype Record 363,Tamil Nadu,Cauvery,Cauvery,Tamil Nadu,11.7220622,77.7693322,EPSG:4326,2012,III,Masonry/Concrete,66.54,1368.81,5492707.94,43521160.98,5605396.67,31817436.63,Irrigation,1555.3,Operational,POINT (77.7693322 11.7220622),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0364,Bhavanisagar - Prototype Record 364,Tamil Nadu,Other,Bhavani,Tamil Nadu,11.3859286,77.158293,EPSG:4326,1971,II,Earthfill/Concrete,34.22,724.99,2266506.97,295332098.39,25859374.91,255890877.39,Flood Control,4902.27,Under Construction,POINT (77.1582930 11.3859286),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0365,Sathanur - Prototype Record 365,Tamil Nadu,East Coast,Thenpennai,Tamil Nadu,12.1282701,79.0471617,EPSG:4326,1913,III,Concrete,47.39,450.49,1130442.47,391784629.73,119352739.88,294572360.14,Irrigation;Hydropower,4831.35,Operational,POINT (79.0471617 12.1282701),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0366,Srisailam Left Bank - Prototype Record 366,Telangana,Krishna,Krishna,Telangana,16.1579945,78.9348837,EPSG:4326,1944,V,Concrete,32.58,697.82,2063604.95,68698649.68,5254581.21,47877736.83,Multipurpose,2378.11,Operational,POINT (78.9348837 16.1579945),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0367,Singur - Prototype Record 367,Telangana,Godavari,Manjira,Telangana,17.8145639,77.9928414,EPSG:4326,1962,II,Earthfill,30.54,691.57,2380079.45,291597527.73,26805765.1,275336383.13,Irrigation,2225.5,Operational,POINT (77.9928414 17.8145639),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0368,Dumbur - Prototype Record 368,Tripura,Ganga,Gomati,Tripura,23.5189128,91.6803467,EPSG:4326,1919,IV,Earthfill,29.83,823.53,2918405.85,546839629.33,80583697.5,423118548.28,Irrigation;Hydropower,2082.5,Operational,POINT (91.6803467 23.5189128),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0369,Rihand - Prototype Record 369,Uttar Pradesh,Ganga,Rihand,Uttar Pradesh,24.0634086,83.0242282,EPSG:4326,1933,V,Concrete/Earthfill,40.31,534.12,1836973.73,273947371.22,28970302.58,183692059.66,Irrigation,3694.88,Operational,POINT (83.0242282 24.0634086),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0370,Tehri - Prototype Record 370,Uttarakhand,Ganga,Bhagirathi,Uttarakhand,30.2852791,78.4926418,EPSG:4326,1913,III,Earthfill/Rockfill,95.41,1780.13,21849887.64,1202642108.09,447969296.15,896931233.03,Irrigation,10340.8,Operational,POINT (78.4926418 30.2852791),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0371,Ramganga - Prototype Record 371,Uttarakhand,Ganga,Ramganga,Uttarakhand,29.7121115,78.8722303,EPSG:4326,2000,III,Concrete,71.67,1123.77,13990553.37,58730522.0,4213475.52,44885879.35,Multipurpose,1257.83,Operational,POINT (78.8722303 29.7121115),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0372,Farakka - Prototype Record 372,West Bengal,Ganga,Ganga,West Bengal,24.7899031,88.0595778,EPSG:4326,1951,II,Barrages,8.28,445.64,256213.66,450631449.46,46176245.64,380901174.89,Irrigation,2459.48,Under Construction,POINT (88.0595778 24.7899031),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0373,Kangsabati - Prototype Record 373,West Bengal,Ganga,Kangsabati,West Bengal,22.9822268,87.1946482,EPSG:4326,1972,II,Earthfill,38.63,1402.62,4917346.46,108132775.54,15076927.84,74054051.23,Irrigation;Hydropower,911.02,Operational,POINT (87.1946482 22.9822268),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0374,Salal - Prototype Record 374,Jammu and Kashmir,Indus,Chenab,Jammu and Kashmir,33.146973,74.8277488,EPSG:4326,1913,II,Concrete,57.52,1467.55,10741017.93,270686168.75,19981508.99,183306394.4,Multipurpose,1065.13,Operational,POINT (74.8277488 33.1469730),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0375,Baglihar - Prototype Record 375,Jammu and Kashmir,Indus,Chenab,Jammu and Kashmir,33.2000654,75.298908,EPSG:4326,1990,III,Concrete,33.64,2616.91,9576022.44,43940300.05,3466350.0,40768577.03,Multipurpose,1343.54,Operational,POINT (75.2989080 33.2000654),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0376,Nimoo Bazgo - Prototype Record 376,Ladakh,Indus,Indus,Ladakh,34.2485796,77.6050742,EPSG:4326,1938,II,Concrete,57.13,3616.56,22136714.57,119845420.84,12164272.91,106985242.08,Irrigation,863.99,Under Construction,POINT (77.6050742 34.2485796),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0377,Polavaram - Prototype Record 377,Andhra Pradesh,Godavari,Godavari,Andhra Pradesh,17.2956706,81.7314727,EPSG:4326,1948,V,Concrete/Gravity,95.99,511.91,2303396.24,18346800.81,5206246.09,13495369.29,Irrigation,288.07,Under Construction,POINT (81.7314727 17.2956706),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0378,Srisailam - Prototype Record 378,Andhra Pradesh,Krishna,Krishna,Andhra Pradesh,16.0970817,78.953866,EPSG:4326,1937,V,Masonry/Concrete,53.29,192.68,1204352.88,276964182.07,25825009.99,206511571.85,Irrigation,3466.76,Operational,POINT (78.9538660 16.0970817),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0379,Nagarjuna Sagar - Prototype Record 379,Andhra Pradesh,Krishna,Krishna,Andhra Pradesh,16.6566345,79.1564077,EPSG:4326,1935,III,Masonry,50.68,2333.73,11994225.68,118973359.77,36395554.77,80253593.61,Irrigation,2973.11,Operational,POINT (79.1564077 16.6566345),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0380,Ranganadi - Prototype Record 380,Arunachal Pradesh,Brahmaputra,Ranganadi,Arunachal Pradesh,27.5255073,94.37961,EPSG:4326,1961,II,Concrete,42.91,1009.38,4668650.33,231205692.88,59495424.97,186697938.72,Hydropower,4038.37,Operational,POINT (94.3796100 27.5255073),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0381,Karbi Langpi - Prototype Record 381,Assam,Brahmaputra,Borpani,Assam,25.8051594,92.5915789,EPSG:4326,1900,II,Concrete,51.33,530.66,1254524.16,148560415.44,20511332.32,98941704.48,Irrigation,3644.77,Operational,POINT (92.5915789 25.8051594),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0382,Kohira - Prototype Record 382,Bihar,Ganga,Kohira,Bihar,24.9763832,83.5065694,EPSG:4326,1989,II,Earthfill,36.01,387.4,1932227.25,212584684.42,14316136.23,156245936.29,Irrigation,4181.75,Operational,POINT (83.5065694 24.9763832),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0383,Gangrel - Prototype Record 383,Chhattisgarh,Mahanadi,Mahanadi,Chhattisgarh,19.9924999,81.2736315,EPSG:4326,1931,V,Masonry,38.21,462.08,1072580.6,82112087.65,18491144.24,61549749.17,Hydropower,2326.56,Under Construction,POINT (81.2736315 19.9924999),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0384,Salaulim - Prototype Record 384,Goa,West Coast,Salaulim,Goa,15.1157742,74.0622067,EPSG:4326,1932,II,Earthfill,25.84,1521.25,4924366.29,2483148186.94,241372881.01,2074154530.33,Hydropower,3458.15,Operational,POINT (74.0622067 15.1157742),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0385,Sardar Sarovar - Prototype Record 385,Gujarat,Narmada,Narmada,Gujarat,21.9676239,73.6524012,EPSG:4326,1943,V,Concrete/Gravity,54.5,1023.62,6397140.14,76763203.36,7216743.45,57815440.1,Multipurpose,812.9,Operational,POINT (73.6524012 21.9676239),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0386,Ukai - Prototype Record 386,Gujarat,Tapi,Tapi,Gujarat,21.3312031,73.5306094,EPSG:4326,1955,III,Earthfill/Concrete,53.2,1822.26,10795923.21,104220793.59,12830762.8,87595255.42,Drinking Water,1937.71,Operational,POINT (73.5306094 21.3312031),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0387,Kaushalya - Prototype Record 387,Haryana,Indus,Kaushalya,Haryana,30.7131604,76.8729994,EPSG:4326,1920,V,Earthfill,27.1,541.99,1543390.81,146060531.28,55629798.96,131533252.09,Hydropower,2842.66,Operational,POINT (76.8729994 30.7131604),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0388,Bhakra - Prototype Record 388,Himachal Pradesh,Indus,Sutlej,Himachal Pradesh,31.5058423,76.4764553,EPSG:4326,1996,IV,Concrete/Gravity,35.18,4124.29,22816432.34,734967590.78,111228764.07,547319520.26,Drinking Water,3589.35,Operational,POINT (76.4764553 31.5058423),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0389,Pong - Prototype Record 389,Himachal Pradesh,Indus,Beas,Himachal Pradesh,31.8835917,76.8709505,EPSG:4326,1942,V,Earthfill,62.57,680.68,7189362.62,55826576.56,3935262.37,45507637.63,Multipurpose,1973.67,Operational,POINT (76.8709505 31.8835917),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0390,Maithon - Prototype Record 390,Jharkhand,Damodar,Barakar,Jharkhand,23.9512829,86.7320705,EPSG:4326,1936,III,Concrete/Earthfill,50.68,728.44,4506028.29,219112118.77,16915459.81,152512621.34,Flood Control,3175.46,Operational,POINT (86.7320705 23.9512829),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0391,Panchet - Prototype Record 391,Jharkhand,Ganga,Damodar,Jharkhand,23.6865586,86.8915954,EPSG:4326,1951,II,Earthfill/Concrete,52.86,579.88,2806232.37,166576320.61,24649484.64,146336227.48,Hydropower,1575.45,Operational,POINT (86.8915954 23.6865586),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0392,Almatti - Prototype Record 392,Karnataka,Krishna,Krishna,Karnataka,16.5218052,75.7565159,EPSG:4326,1945,II,Concrete,56.64,1644.16,9639856.68,9727091.92,1181727.98,6565737.37,Irrigation;Hydropower,846.73,Operational,POINT (75.7565159 16.5218052),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0393,Krishna Raja Sagara - Prototype Record 393,Karnataka,Cauvery,Cauvery,Karnataka,12.3381519,76.5185182,EPSG:4326,1984,III,Masonry,56.32,1347.53,8881041.61,170344350.7,70387344.33,126094246.09,Drinking Water,3383.0,Operational,POINT (76.5185182 12.3381519),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0394,Tungabhadra - Prototype Record 394,Karnataka,Krishna,Tungabhadra,Karnataka,15.1785846,76.4390758,EPSG:4326,1904,II,Masonry,50.72,2723.78,12606641.78,301733971.85,23346138.34,220723186.71,Hydropower,1176.16,Operational,POINT (76.4390758 15.1785846),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0395,Idukki - Prototype Record 395,Kerala,West Coast,Periyar,Kerala,9.8441077,77.000133,EPSG:4326,1903,III,Concrete/Arch,154.44,723.12,18482036.57,750419846.57,103192616.29,611079637.15,Irrigation,2029.71,Operational,POINT (77.0001330 9.8441077),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0396,Mullaperiyar - Prototype Record 396,Kerala,West Coast,Periyar,Kerala,9.5838271,77.051579,EPSG:4326,2015,IV,Masonry,48.64,1373.49,10721184.83,151498470.14,18991250.01,124686156.21,Hydropower,2677.65,Operational,POINT (77.0515790 9.5838271),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0397,Indira Sagar - Prototype Record 397,Madhya Pradesh,Narmada,Narmada,Madhya Pradesh,22.3111107,76.4605902,EPSG:4326,1911,V,Concrete/Earthfill,51.01,1446.25,2961456.14,111806541.75,12596437.47,99478657.03,Irrigation,1212.21,Operational,POINT (76.4605902 22.3111107),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0398,Bargi - Prototype Record 398,Madhya Pradesh,Narmada,Narmada,Madhya Pradesh,22.8704968,79.9850298,EPSG:4326,1987,IV,Concrete,65.98,847.52,9185980.96,459696067.65,219742652.75,373224788.5,Multipurpose,5803.78,Under Construction,POINT (79.9850298 22.8704968),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0399,Koyna - Prototype Record 399,Maharashtra,Other,Koyna,Maharashtra,17.2839345,73.6327029,EPSG:4326,1901,III,Concrete/Gravity,85.65,1914.01,23509655.58,96750438.9,9146289.67,77944407.55,Hydropower,911.91,Under Construction,POINT (73.6327029 17.2839345),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0400,Jayakwadi - Prototype Record 400,Maharashtra,Godavari,Godavari,Maharashtra,19.3924135,75.3234841,EPSG:4326,1963,V,Earthfill,26.29,1902.67,4399598.6,185453485.81,25636494.8,125080287.68,Drinking Water,1357.96,Operational,POINT (75.3234841 19.3924135),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0401,Khuga - Prototype Record 401,Manipur,Barak,Khuga,Manipur,24.6190004,93.6631902,EPSG:4326,1991,V,Earthfill,55.97,1958.9,14429652.85,422644449.81,69468191.11,392901864.09,Flood Control,4429.85,Under Construction,POINT (93.6631902 24.6190004),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0402,Umiam - Prototype Record 402,Meghalaya,Brahmaputra,Umiam,Meghalaya,25.7879039,91.8869492,EPSG:4326,1944,IV,Concrete,67.73,450.1,5002188.65,113240868.96,33661328.77,82276535.47,Irrigation;Hydropower,2894.65,Operational,POINT (91.8869492 25.7879039),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0403,Tuirial - Prototype Record 403,Mizoram,Barak,Tuirial,Mizoram,23.8237282,92.7907174,EPSG:4326,1909,II,Earthfill,53.41,755.37,3856800.3,313682661.89,42023415.72,263607641.75,Irrigation,2525.06,Operational,POINT (92.7907174 23.8237282),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0404,Doyang - Prototype Record 404,Nagaland,Brahmaputra,Doyang,Nagaland,26.2319499,94.2630036,EPSG:4326,1971,III,Earthfill,39.91,274.86,1859643.95,43344526.19,5241184.58,35335157.31,Flood Control,807.54,Under Construction,POINT (94.2630036 26.2319499),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0405,Hirakud - Prototype Record 405,Odisha,Mahanadi,Mahanadi,Odisha,21.5519729,83.8460903,EPSG:4326,1901,V,Masonry/Earthfill,66.04,347.68,3604450.83,238771974.37,94098464.94,190095038.11,Irrigation,1609.07,Operational,POINT (83.8460903 21.5519729),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0406,Ranjit Sagar - Prototype Record 406,Punjab,Indus,Ravi,Punjab,32.4199159,75.7436198,EPSG:4326,1908,IV,Concrete/Gravity,59.87,1994.99,9891298.91,143063299.75,17538087.24,134110002.19,Multipurpose,1425.06,Operational,POINT (75.7436198 32.4199159),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0407,Bisalpur - Prototype Record 407,Rajasthan,Ganga,Banas,Rajasthan,25.6332404,75.3760213,EPSG:4326,1945,V,Masonry,45.7,280.09,1536435.38,412456002.95,77151272.06,295289319.13,Flood Control,1125.66,Operational,POINT (75.3760213 25.6332404),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0408,Rana Pratap Sagar - Prototype Record 408,Rajasthan,Ganga,Chambal,Rajasthan,23.9029468,75.6347589,EPSG:4326,1940,III,Concrete,29.55,109.02,161773.62,216270388.91,15269932.79,188460245.3,Drinking Water,1276.99,Operational,POINT (75.6347589 23.9029468),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0409,Teesta V - Prototype Record 409,Sikkim,Ganga,Teesta,Sikkim,26.9837783,88.6185493,EPSG:4326,1982,V,Concrete,59.27,2595.45,16579048.13,21867064.69,5740746.69,14890832.52,Irrigation;Hydropower,577.38,Operational,POINT (88.6185493 26.9837783),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0410,Mettur - Prototype Record 410,Tamil Nadu,Cauvery,Cauvery,Tamil Nadu,11.7423563,77.9679946,EPSG:4326,1937,V,Masonry/Concrete,71.59,936.95,10827547.88,609106087.56,93254628.72,553933003.89,Drinking Water,3538.12,Operational,POINT (77.9679946 11.7423563),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0411,Bhavanisagar - Prototype Record 411,Tamil Nadu,Other,Bhavani,Tamil Nadu,11.4418752,77.0037986,EPSG:4326,1944,V,Earthfill/Concrete,37.37,1102.92,5573071.84,112651687.89,17823744.84,85858426.81,Multipurpose,3061.55,Under Construction,POINT (77.0037986 11.4418752),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0412,Sathanur - Prototype Record 412,Tamil Nadu,East Coast,Thenpennai,Tamil Nadu,12.25611,79.0007671,EPSG:4326,1974,V,Concrete,40.52,762.5,5520620.49,472086336.64,64819277.31,322700144.01,Irrigation,1852.71,Under Construction,POINT (79.0007671 12.2561100),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
