breach_id,dam_id,dam_name,reservoir_id,river_name,state,district,latitude,longitude,crs,breach_type,failure_mode,breach_location,breach_elevation_m,initial_reservoir_level_m,initial_storage_m3,breach_width_m,breach_depth_m,breach_length_m,breach_side_slope,breach_formation_time_min,breach_formation_rate_m_per_min,failure_start_time,peak_outflow_m3s,time_to_peak_min,breach_outflow_volume_m3,downstream_initial_flow_m3s,dam_height_m,reservoir_area_m2,simulation_duration_hr,scenario_severity,trigger_condition,breach_geometry_wkt,data_source,data_status
IN-B023-003,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Structural Failure,Sudden,Central dam section,27.09,29.26,188970871.57,15.75,17.91,16.84,0.78,65.52,0.2403,2026-08-04 06:00:00,154217.58,30.44,143672064.96,487.92,45,22569780.97,40.5,High,Foundation Failure,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-004,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Overtopping,Progressive,Central dam section,38.16,37.12,465551254.02,9.58,6.84,30.4,0.98,135.09,0.0709,2026-08-05 06:00:00,155617.74,92.82,334510840.12,433.27,45,18268156.21,47.2,Extreme,Structural Failure,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-005,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Piping,Sudden,Central dam section,18.52,33.23,299229029.12,15.07,26.48,19.07,1.65,58.61,0.2572,2026-08-06 06:00:00,227233.1,23.65,257827019.47,213.96,45,7974497.52,12.3,Low,Heavy Rainfall,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-006,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Structural Failure,Progressive,Central dam section,20.19,36.78,136029003.78,7.5,24.81,28.13,0.6,34.1,0.2199,2026-08-07 06:00:00,183718.01,13.7,112303429.17,208.81,45,68940624.18,31.8,Medium,Overtopping,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-007,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Overtopping,Sudden,Central dam section,18.15,27.45,355366550.58,18.55,26.85,29.78,1.45,36.38,0.5098,2026-08-08 06:00:00,267017.22,27.59,324300081.16,441.06,45,27611271.5,23.7,High,Foundation Failure,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-008,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Piping,Progressive,Central dam section,34.28,37.42,194044719.24,15.03,10.72,19.71,1.93,107.5,0.1398,2026-08-09 06:00:00,57833.42,94.1,174143748.96,336.73,45,48324579.02,40.1,Extreme,Structural Failure,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-009,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Structural Failure,Sudden,Central dam section,35.77,32.52,35256339.17,4.1,9.23,13.91,1.54,80.65,0.0509,2026-08-10 06:00:00,15830.84,44.25,33614218.95,121.49,45,40704525.68,32.5,Low,Heavy Rainfall,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-010,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Overtopping,Progressive,Central dam section,30.79,28.39,451721911.54,13.56,14.21,28.37,1.33,39.13,0.3464,2026-08-11 06:00:00,405047.76,15.72,425636224.86,176.25,45,5660114.59,30.4,Medium,Overtopping,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-011,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Piping,Sudden,Central dam section,31.35,33.04,424825128.31,11.12,13.65,33.86,1.99,18.86,0.5895,2026-08-12 06:00:00,1008787.1,10.22,281030988.81,427.72,45,66426615.45,18.6,High,Foundation Failure,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-012,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Structural Failure,Progressive,Central dam section,30.94,28.48,487429738.09,15.81,14.06,12.38,1.7,87.04,0.1816,2026-08-13 06:00:00,288383.35,69.45,406117370.02,385.95,45,51828399.76,18.9,Extreme,Structural Failure,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-013,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Overtopping,Sudden,Central dam section,24.54,40.1,398497740.35,5.64,20.46,18.64,1.92,140.48,0.0401,2026-08-14 06:00:00,113853.19,84.14,279204102.7,437.18,45,73144459.13,44.1,Low,Heavy Rainfall,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B023-014,D023,Polavaram,R023,Godavari,Andhra Pradesh,Eluru,17.27,81.65,EPSG:4326,Piping,Progressive,Central dam section,20.93,39.18,208439608.45,19.94,24.07,10.67,0.72,90.73,0.2198,2026-08-15 06:00:00,83315.59,42.33,201767690.8,469.07,45,20802324.79,6.1,Medium,Overtopping,"POLYGON((81.649 17.269,81.65100000000001 17.269,81.65100000000001 17.271,81.649 17.271,81.649 17.269))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-001,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Piping,Sudden,Central dam section,33.03,38.24,195925269.48,19.51,20.97,32.58,1.02,66.52,0.2934,2026-08-02 06:00:00,77476.66,56.58,128189006.36,141.89,54,77274444.08,36.1,Medium,Overtopping,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-002,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Structural Failure,Progressive,Central dam section,16.71,38.69,294352542.99,14.99,37.29,42.6,0.59,87.34,0.1717,2026-08-03 06:00:00,144156.53,58.3,262399729.93,100.24,54,64780611.38,25.4,High,Foundation Failure,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-003,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Overtopping,Sudden,Central dam section,24.71,42.11,126134282.58,14.22,29.29,31.91,1.89,162.89,0.0873,2026-08-04 06:00:00,28512.43,117.77,111317106.11,185.85,54,5872721.26,45.1,Extreme,Structural Failure,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-004,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Piping,Progressive,Central dam section,25.01,44.6,252496785.21,16.65,28.99,42.36,0.66,124.78,0.1334,2026-08-05 06:00:00,55701.45,77.37,186769305.02,164.59,54,22357711.25,19.0,Low,Heavy Rainfall,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-005,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Structural Failure,Sudden,Central dam section,18.36,44.12,197203468.2,12.88,35.64,19.63,0.63,102.94,0.1251,2026-08-06 06:00:00,102769.83,46.68,173532994.5,277.01,54,1199495.04,16.9,Medium,Overtopping,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-006,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Overtopping,Progressive,Central dam section,45.78,46.14,200352101.7,21.2,8.22,14.78,1.12,131.29,0.1615,2026-08-07 06:00:00,39460.62,95.75,187200609.64,88.58,54,3144718.26,23.3,High,Foundation Failure,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-007,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Piping,Sudden,Central dam section,30.76,49.45,360782450.08,23.0,23.24,31.69,1.74,29.34,0.7842,2026-08-08 06:00:00,656280.45,13.18,297358846.93,453.32,54,47484041.06,33.1,Extreme,Structural Failure,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-008,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Structural Failure,Progressive,Central dam section,21.4,43.84,212945067.39,13.9,32.6,13.65,1.47,44.43,0.3129,2026-08-09 06:00:00,143891.73,24.37,143184773.59,305.62,54,47286643.17,40.8,Low,Heavy Rainfall,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-009,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Overtopping,Sudden,Central dam section,40.3,42.28,119842188.19,12.25,13.7,23.98,1.87,69.53,0.1762,2026-08-10 06:00:00,56731.43,56.79,87964092.03,10.62,54,38354690.9,41.0,Medium,Overtopping,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-010,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Piping,Progressive,Central dam section,28.58,44.66,196617109.46,16.07,25.42,21.39,1.22,108.45,0.1481,2026-08-11 06:00:00,101102.2,85.0,145156368.82,255.89,54,24999751.15,19.7,High,Foundation Failure,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-011,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Structural Failure,Sudden,Central dam section,20.82,49.69,291316686.16,7.7,33.18,22.0,1.88,19.6,0.393,2026-08-12 06:00:00,455663.1,15.96,273994753.55,250.46,54,22709249.13,15.4,Extreme,Structural Failure,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-012,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Overtopping,Progressive,Central dam section,21.9,41.82,470718467.5,16.54,32.1,12.28,1.33,83.75,0.1974,2026-08-13 06:00:00,218529.86,69.86,361636646.76,476.78,54,52133883.09,15.2,Low,Heavy Rainfall,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-013,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Piping,Sudden,Central dam section,32.82,44.35,103856917.94,15.57,21.18,14.87,1.38,35.48,0.439,2026-08-14 06:00:00,105506.44,28.01,82997493.93,288.81,54,5798818.51,6.3,Medium,Overtopping,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B024-014,D024,Mullaperiyar,R024,Periyar,Kerala,Idukki,9.53,77.13,EPSG:4326,Structural Failure,Progressive,Central dam section,22.21,38.96,52784016.7,12.74,31.79,31.04,1.89,133.69,0.0953,2026-08-15 06:00:00,10450.08,89.2,41803915.96,81.31,54,36875540.68,18.5,High,Foundation Failure,"POLYGON((77.12899999999999 9.529,77.131 9.529,77.131 9.530999999999999,77.12899999999999 9.530999999999999,77.12899999999999 9.529))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-001,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Structural Failure,Sudden,Central dam section,73.97,158.26,280840016.22,29.22,95.03,37.09,1.31,95.23,0.3068,2026-08-02 06:00:00,148829.77,68.44,262279851.83,229.58,169,59271088.47,38.8,High,Foundation Failure,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-002,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Overtopping,Progressive,Central dam section,99.3,155.78,459700342.77,23.4,69.7,121.01,1.9,100.56,0.2327,2026-08-03 06:00:00,160857.85,84.82,407359854.34,235.8,169,50722984.02,16.5,Extreme,Structural Failure,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-003,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Piping,Sudden,Central dam section,70.77,158.91,137174061.81,14.82,98.23,106.17,1.84,111.05,0.1335,2026-08-04 06:00:00,33912.05,60.86,93265744.32,393.26,169,5284504.34,15.4,Low,Heavy Rainfall,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-004,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Structural Failure,Progressive,Central dam section,101.47,151.02,277073820.99,28.55,67.53,52.99,0.79,85.49,0.3339,2026-08-05 06:00:00,158169.94,58.55,240435126.25,81.78,169,48737708.84,25.9,Medium,Overtopping,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-005,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Overtopping,Sudden,Central dam section,62.35,161.6,349692357.7,20.2,106.65,126.73,1.46,118.98,0.1698,2026-08-06 06:00:00,103730.61,83.4,252450997.68,89.93,169,58159996.85,47.1,High,Foundation Failure,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-006,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Piping,Progressive,Central dam section,130.66,156.96,153179249.34,69.03,38.34,70.3,1.37,62.32,1.1076,2026-08-07 06:00:00,109736.36,41.07,140460738.34,290.54,169,78306211.63,34.3,Extreme,Structural Failure,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-007,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Structural Failure,Sudden,Central dam section,100.4,155.48,97355304.45,65.48,68.6,41.55,1.52,106.5,0.6148,2026-08-08 06:00:00,25130.26,73.58,75387122.73,37.94,169,69738403.68,44.9,Low,Heavy Rainfall,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-008,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Overtopping,Progressive,Central dam section,128.43,157.32,166158274.79,33.01,40.57,117.9,0.52,16.71,1.976,2026-08-09 06:00:00,363347.82,11.6,114691267.69,173.4,169,8089560.91,23.5,Medium,Overtopping,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-009,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Piping,Sudden,Central dam section,116.39,156.06,315831835.32,52.64,52.61,54.13,1.31,58.14,0.9053,2026-08-10 06:00:00,224509.08,32.19,229367465.59,205.37,169,17936012.35,25.5,High,Foundation Failure,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-010,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Structural Failure,Progressive,Central dam section,136.86,153.72,261816835.15,42.87,32.14,133.78,1.62,15.35,2.794,2026-08-11 06:00:00,641335.97,9.84,192280182.77,423.04,169,24760017.29,7.4,Extreme,Structural Failure,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-011,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Overtopping,Sudden,Central dam section,71.88,158.6,300776055.37,54.89,97.12,105.53,1.6,54.16,1.0135,2026-08-12 06:00:00,226428.91,22.08,220577898.79,481.55,169,4242901.16,21.9,Low,Heavy Rainfall,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-012,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Piping,Progressive,Central dam section,79.15,155.05,63467045.79,23.33,89.85,113.11,0.8,53.87,0.4331,2026-08-13 06:00:00,29626.24,33.88,55094448.82,225.37,169,11456747.06,7.2,Medium,Overtopping,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-013,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Structural Failure,Sudden,Central dam section,110.13,156.51,121953637.51,56.98,58.87,76.4,1.57,56.17,1.0145,2026-08-14 06:00:00,93625.87,28.9,100417130.91,332.54,169,64325550.76,44.1,High,Foundation Failure,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B025-014,D025,Idukki,R025,Periyar,Kerala,Idukki,9.86,76.97,EPSG:4326,Overtopping,Progressive,Central dam section,91.39,159.01,150827356.34,50.54,77.61,113.44,1.61,53.19,0.9502,2026-08-15 06:00:00,92629.95,21.99,121300516.68,292.36,169,51815988.28,41.0,Extreme,Structural Failure,"POLYGON((76.969 9.859,76.971 9.859,76.971 9.860999999999999,76.969 9.860999999999999,76.969 9.859))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-001,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Overtopping,Sudden,Central dam section,82.43,92.11,117196076.79,41.28,27.57,40.39,0.75,143.34,0.288,2026-08-02 06:00:00,47283.59,93.92,80906175.9,380.26,110,17051544.93,22.3,Extreme,Structural Failure,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-002,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Piping,Progressive,Central dam section,81.61,92.39,407194528.27,17.45,28.39,28.34,1.34,30.31,0.5756,2026-08-03 06:00:00,629758.33,14.71,283349029.32,427.76,110,67581515.83,17.4,Low,Heavy Rainfall,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-003,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Structural Failure,Sudden,Central dam section,87.07,104.04,100205385.37,21.6,22.93,32.32,1.76,110.0,0.1963,2026-08-04 06:00:00,43225.66,56.3,76976518.61,354.74,110,20155088.78,19.9,Medium,Overtopping,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-004,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Overtopping,Progressive,Central dam section,60.53,96.12,388216795.65,12.08,49.47,84.7,1.16,89.21,0.1354,2026-08-05 06:00:00,111959.43,41.1,287787165.08,437.26,110,13062054.52,41.9,High,Foundation Failure,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-005,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Piping,Sudden,Central dam section,66.71,93.46,310656761.11,9.82,43.29,56.13,1.43,19.06,0.5151,2026-08-06 06:00:00,686543.71,9.67,268584563.68,315.33,110,61551450.86,38.4,Extreme,Structural Failure,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-006,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Structural Failure,Progressive,Central dam section,65.48,106.95,444845092.83,34.02,44.52,32.28,0.99,109.59,0.3105,2026-08-07 06:00:00,177755.61,81.6,341402349.82,257.91,110,28468399.35,40.1,Low,Heavy Rainfall,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-007,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Overtopping,Sudden,Central dam section,83.74,94.06,191122139.86,23.3,26.26,30.16,1.58,157.73,0.1477,2026-08-08 06:00:00,46313.05,95.49,152756544.11,232.19,110,42296822.93,21.4,Medium,Overtopping,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-008,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Piping,Progressive,Central dam section,65.33,102.95,349963799.0,16.73,44.67,77.84,1.12,152.98,0.1094,2026-08-09 06:00:00,72658.35,117.88,256648006.46,366.67,110,67513443.71,24.2,High,Foundation Failure,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-009,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Structural Failure,Sudden,Central dam section,42.61,95.32,383545276.46,12.62,67.39,30.38,0.67,121.72,0.1037,2026-08-10 06:00:00,158622.59,50.22,289288924.52,341.06,110,73156374.96,6.4,Extreme,Structural Failure,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-010,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Overtopping,Progressive,Central dam section,65.9,104.0,224189437.12,42.69,44.1,65.39,1.8,93.57,0.4563,2026-08-11 06:00:00,69021.3,54.81,215461758.53,165.79,110,12870113.39,34.3,Low,Heavy Rainfall,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-011,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Piping,Sudden,Central dam section,63.07,101.66,493250990.57,32.97,46.93,86.75,1.93,150.73,0.2187,2026-08-12 06:00:00,112990.24,106.07,462505978.79,32.12,110,12715267.38,42.9,Medium,Overtopping,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B026-012,D026,Kakki,R026,Pamba,Kerala,Pathanamthitta,9.37,76.92,EPSG:4326,Structural Failure,Progressive,Central dam section,57.13,100.17,63163210.72,24.44,52.87,71.87,1.6,71.27,0.3429,2026-08-13 06:00:00,26444.88,48.4,60003072.84,314.52,110,45209886.57,20.4,High,Foundation Failure,"POLYGON((76.919 9.369,76.921 9.369,76.921 9.370999999999999,76.919 9.370999999999999,76.919 9.369))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
