river_id,river_name,river_basin,state,district,reach_id,latitude,longitude,crs,chainage_km,river_width_m,bankfull_width_m,left_bank_elevation_m,right_bank_elevation_m,bed_elevation_m,thalweg_elevation_m,mean_depth_m,maximum_depth_m,bed_slope,cross_section_area_m2,wetted_perimeter_m,manning_n,bank_material,flow_direction_deg,upstream_dam_id,cross_section_wkt,measurement_timestamp,data_source,data_status
IN-R26,Chambal,Chambal Basin,Madhya Pradesh,Kota,IN-26-12,25.189,75.84125,EPSG:4326,16.5,83.29,98.28,197.15,207.12,192.49,190.96,4.33,6.19,0.000885,455.22,95.66,0.041,Clay,177.75,D015,"LINESTRING(75.83625 25.187,75.84125 25.189,75.84625 25.191)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R26,Chambal,Chambal Basin,Madhya Pradesh,Kota,IN-26-13,25.191,75.84375,EPSG:4326,18.0,120.6,142.31,94.94,96.95,90.44,87.53,5.19,7.41,0.001502,793.82,135.42,0.033,Gravel,241.05,D015,"LINESTRING(75.83875 25.189,75.84375 25.191,75.84875 25.192999999999998)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R26,Chambal,Chambal Basin,Madhya Pradesh,Kota,IN-26-14,25.193,75.84625,EPSG:4326,19.5,98.51,116.24,175.81,172.4,161.86,158.98,11.78,16.83,0.002324,1012.48,132.17,0.034,Clay,338.16,D015,"LINESTRING(75.84125 25.191000000000003,75.84625 25.193,75.85125 25.195)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-01,23.517,77.79375,EPSG:4326,0.0,86.26,101.78,139.55,145.72,133.28,129.41,7.1,10.15,0.002858,698.31,106.55,0.038,Silt,247.43,D030,"LINESTRING(77.78875000000001 23.515,77.79375 23.517,77.79875 23.519)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-02,23.519,77.79625,EPSG:4326,1.5,136.75,161.37,158.21,152.71,149.07,146.67,8.08,11.54,0.001462,1390.76,159.83,0.039,Alluvium,112.8,D030,"LINESTRING(77.79125 23.517000000000003,77.79625 23.519000000000002,77.80125 23.521)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-03,23.521,77.79875,EPSG:4326,3.0,123.36,145.56,142.27,147.88,134.36,132.27,7.0,10.0,0.003334,948.54,143.36,0.029,Sand,263.36,D030,"LINESTRING(77.79375 23.519000000000002,77.79875 23.521,77.80375 23.523)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-04,23.523,77.80125,EPSG:4326,4.5,122.41,144.44,144.63,141.24,135.42,131.93,8.89,12.7,0.002643,942.72,147.81,0.038,Sand,192.92,D030,"LINESTRING(77.79625 23.521,77.80125 23.523,77.80624999999999 23.525)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-05,23.525,77.80375,EPSG:4326,6.0,131.37,155.02,87.16,82.99,83.75,81.45,4.0,5.71,0.003955,575.43,142.8,0.044,Silt,327.55,D030,"LINESTRING(77.79875000000001 23.523000000000003,77.80375000000001 23.525000000000002,77.80875 23.527)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-06,23.527,77.80625,EPSG:4326,7.5,151.45,178.71,129.39,130.2,117.1,116.03,9.35,13.35,0.002644,1325.71,178.15,0.04,Silt,30.57,D030,"LINESTRING(77.80125000000001 23.525000000000002,77.80625 23.527,77.81125 23.529)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-07,23.529,77.80875,EPSG:4326,9.0,145.06,171.17,164.43,167.74,152.27,151.22,9.25,13.22,0.001244,1599.71,171.49,0.029,Sand,209.95,D030,"LINESTRING(77.80375000000001 23.527,77.80875 23.529,77.81375 23.531)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-08,23.531,77.81125,EPSG:4326,10.5,164.81,194.48,108.17,104.6,99.44,97.41,7.53,10.76,0.002883,1426.55,186.34,0.044,Sand,23.43,D030,"LINESTRING(77.80625 23.529000000000003,77.81125 23.531000000000002,77.81625 23.533)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-09,23.533,77.81375,EPSG:4326,12.0,120.68,142.4,125.11,131.27,114.12,112.77,8.64,12.34,0.001854,1183.65,145.35,0.044,Clay,162.71,D030,"LINESTRING(77.80875 23.531000000000002,77.81375 23.533,77.81875 23.535)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-10,23.535,77.81625,EPSG:4326,13.5,128.69,151.86,125.42,123.65,112.6,110.33,10.56,15.09,0.001101,1410.93,158.87,0.034,Clay,280.83,D030,"LINESTRING(77.81125 23.533,77.81625 23.535,77.82124999999999 23.537)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-11,23.537,77.81875,EPSG:4326,15.0,74.78,88.24,153.36,149.39,145.61,143.68,6.77,9.68,0.003258,643.14,94.13,0.03,Sand,85.6,D030,"LINESTRING(77.81375000000001 23.535000000000004,77.81875000000001 23.537000000000003,77.82375 23.539)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-12,23.539,77.82125,EPSG:4326,16.5,87.4,103.13,207.07,209.7,198.15,195.82,7.87,11.25,0.001132,628.18,109.89,0.036,Clay,216.05,D030,"LINESTRING(77.81625000000001 23.537000000000003,77.82125 23.539,77.82625 23.541)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-13,23.541,77.82375,EPSG:4326,18.0,99.41,117.31,142.35,144.65,137.67,134.61,5.42,7.74,0.003975,561.45,114.89,0.029,Sand,202.54,D030,"LINESTRING(77.81875000000001 23.539,77.82375 23.541,77.82875 23.543)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R27,Betwa,Betwa Basin,Madhya Pradesh,Vidisha,IN-27-14,23.543,77.82625,EPSG:4326,19.5,109.88,129.65,176.9,177.95,165.47,161.49,10.79,15.41,0.001483,1035.47,140.7,0.027,Alluvium,258.02,D030,"LINESTRING(77.82125 23.541000000000004,77.82625 23.543000000000003,77.83125 23.545)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-01,24.707,80.18375,EPSG:4326,0.0,163.1,192.46,131.16,130.01,117.6,115.45,11.0,15.71,0.000793,1543.19,194.52,0.037,Sand,278.33,D031,"LINESTRING(80.17875000000001 24.705,80.18375 24.706999999999997,80.18875 24.708999999999996)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-02,24.709,80.18625,EPSG:4326,1.5,145.57,171.77,118.04,116.17,114.1,111.33,4.69,6.7,0.001753,832.1,158.97,0.026,Clay,335.07,D031,"LINESTRING(80.18125 24.707,80.18625 24.709,80.19125 24.711)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-03,24.711,80.18875,EPSG:4326,3.0,83.64,98.7,182.75,178.8,177.36,174.11,6.05,8.64,0.002867,454.31,100.92,0.03,Silt,227.98,D031,"LINESTRING(80.18375 24.709,80.18875 24.711,80.19375 24.712999999999997)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-04,24.713,80.19125,EPSG:4326,4.5,128.58,151.72,185.09,185.2,179.89,178.12,4.87,6.96,0.001759,670.64,142.5,0.036,Silt,354.72,D031,"LINESTRING(80.18625 24.711,80.19125 24.712999999999997,80.19624999999999 24.714999999999996)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-05,24.715,80.19375,EPSG:4326,6.0,79.29,93.57,208.78,209.09,204.34,202.92,4.1,5.86,0.003438,410.67,91.02,0.025,Clay,37.07,D031,"LINESTRING(80.18875000000001 24.713,80.19375000000001 24.715,80.19875 24.717)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-06,24.717,80.19625,EPSG:4326,7.5,100.93,119.1,149.84,153.66,140.81,137.7,8.49,12.14,0.003636,1000.38,125.2,0.039,Clay,235.07,D031,"LINESTRING(80.19125000000001 24.715,80.19625 24.717,80.20125 24.718999999999998)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-07,24.719,80.19875,EPSG:4326,9.0,39.89,47.07,161.41,161.34,148.97,148.33,9.16,13.08,0.001746,332.37,66.05,0.034,Clay,233.7,D031,"LINESTRING(80.19375000000001 24.717,80.19875 24.718999999999998,80.20375 24.720999999999997)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-08,24.721,80.20125,EPSG:4326,10.5,90.31,106.56,86.76,91.51,76.94,75.44,7.92,11.32,0.003701,740.63,112.95,0.038,Gravel,100.39,D031,"LINESTRING(80.19625 24.719,80.20125 24.721,80.20625 24.723)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-09,24.723,80.20375,EPSG:4326,12.0,157.14,185.42,172.58,174.04,162.45,158.46,9.88,14.11,0.002749,1420.46,185.36,0.042,Alluvium,177.44,D031,"LINESTRING(80.19875 24.721,80.20375 24.723,80.20875 24.724999999999998)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-10,24.725,80.20625,EPSG:4326,13.5,45.0,53.1,167.26,166.91,155.06,152.33,10.45,14.93,0.003237,529.67,74.86,0.027,Silt,198.76,D031,"LINESTRING(80.20125 24.723,80.20625 24.724999999999998,80.21124999999999 24.726999999999997)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-11,24.727,80.20875,EPSG:4326,15.0,70.77,83.51,104.4,103.03,96.12,94.59,6.87,9.81,0.003297,496.92,90.39,0.037,Alluvium,127.96,D031,"LINESTRING(80.20375000000001 24.725,80.20875000000001 24.727,80.21375 24.729)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-12,24.729,80.21125,EPSG:4326,16.5,139.88,165.06,132.64,126.7,125.21,121.93,7.5,10.71,0.002237,1074.1,161.31,0.042,Clay,74.84,D031,"LINESTRING(80.20625000000001 24.727,80.21125 24.729,80.21625 24.730999999999998)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-13,24.731,80.21375,EPSG:4326,18.0,89.1,105.14,70.49,75.13,56.44,54.33,11.32,16.17,0.002494,982.9,121.43,0.042,Clay,302.11,D031,"LINESTRING(80.20875000000001 24.729,80.21375 24.730999999999998,80.21875 24.732999999999997)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R28,Ken,Ken Basin,Madhya Pradesh,Panna,IN-28-14,24.733,80.21625,EPSG:4326,19.5,95.12,112.24,142.16,140.07,136.18,135.48,4.67,6.68,0.003867,399.58,108.48,0.042,Clay,324.54,D031,"LINESTRING(80.21125 24.731,80.21625 24.733,80.22125 24.735)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-01,24.407,81.86375,EPSG:4326,0.0,90.12,106.34,156.47,157.27,148.26,144.85,8.13,11.61,0.002402,800.61,113.34,0.042,Clay,313.59,D049,"LINESTRING(81.85875 24.405,81.86375 24.407,81.86874999999999 24.409)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-02,24.409,81.86625,EPSG:4326,1.5,94.16,111.11,169.08,174.9,161.67,161.0,5.65,8.08,0.001896,673.26,110.31,0.035,Sand,26.26,D049,"LINESTRING(81.86125 24.407000000000004,81.86625 24.409000000000002,81.87124999999999 24.411)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-03,24.411,81.86875,EPSG:4326,3.0,106.71,125.92,97.28,101.47,89.22,87.22,7.04,10.06,0.002039,842.24,126.83,0.031,Alluvium,49.28,D049,"LINESTRING(81.86375 24.409000000000002,81.86874999999999 24.411,81.87374999999999 24.413)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-04,24.413,81.87125,EPSG:4326,4.5,148.78,175.56,170.35,166.31,160.61,157.4,9.06,12.95,0.003197,1180.84,174.68,0.029,Alluvium,286.61,D049,"LINESTRING(81.86625 24.411,81.87124999999999 24.413,81.87624999999998 24.415)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-05,24.415,81.87375,EPSG:4326,6.0,79.42,93.71,151.81,146.87,138.35,136.46,10.74,15.35,0.003447,871.86,110.11,0.03,Silt,78.12,D049,"LINESTRING(81.86875 24.413000000000004,81.87375 24.415000000000003,81.87875 24.417)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-06,24.417,81.87625,EPSG:4326,7.5,118.26,139.54,180.67,173.2,177.28,175.02,3.95,5.65,0.001269,553.5,129.55,0.026,Gravel,136.43,D049,"LINESTRING(81.87125 24.415000000000003,81.87625 24.417,81.88125 24.419)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-07,24.419,81.87875,EPSG:4326,9.0,124.27,146.64,162.58,166.35,152.55,150.01,8.8,12.57,0.001277,1271.8,149.42,0.036,Sand,227.72,D049,"LINESTRING(81.87375 24.417,81.87875 24.419,81.88374999999999 24.421)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-08,24.421,81.88125,EPSG:4326,10.5,30.0,35.4,211.25,212.87,205.98,204.1,5.0,7.15,0.000588,158.49,44.3,0.028,Clay,34.87,D049,"LINESTRING(81.87625 24.419000000000004,81.88125 24.421000000000003,81.88624999999999 24.423000000000002)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-09,24.423,81.88375,EPSG:4326,12.0,114.15,134.69,163.27,167.56,153.74,150.11,9.21,13.16,0.001311,987.79,140.46,0.037,Gravel,226.93,D049,"LINESTRING(81.87875 24.421000000000003,81.88374999999999 24.423000000000002,81.88874999999999 24.425)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-10,24.425,81.88625,EPSG:4326,13.5,100.06,118.07,224.59,228.54,217.17,215.15,6.61,9.44,0.002249,754.94,118.94,0.044,Alluvium,318.06,D049,"LINESTRING(81.88125 24.423000000000002,81.88624999999999 24.425,81.89124999999999 24.427)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-11,24.427,81.88875,EPSG:4326,15.0,43.5,51.33,255.35,256.34,250.3,246.85,5.95,8.5,0.002885,268.46,60.5,0.031,Alluvium,195.3,D049,"LINESTRING(81.88375 24.425000000000004,81.88875 24.427000000000003,81.89375 24.429000000000002)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-12,24.429,81.89125,EPSG:4326,16.5,116.07,136.97,115.48,116.24,104.83,103.06,8.69,12.42,0.003089,1122.4,140.91,0.033,Gravel,41.97,D049,"LINESTRING(81.88625 24.427000000000003,81.89125 24.429000000000002,81.89625 24.431)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-13,24.431,81.89375,EPSG:4326,18.0,77.6,91.57,113.06,110.54,101.75,98.19,10.41,14.87,0.003191,950.37,107.35,0.036,Silt,342.57,D049,"LINESTRING(81.88875 24.429000000000002,81.89375 24.431,81.89874999999999 24.433)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R29,Son,Son Basin,Madhya Pradesh,Sidhi,IN-29-14,24.433,81.89625,EPSG:4326,19.5,110.23,130.07,130.3,130.09,119.38,116.36,9.76,13.95,0.004,1286.54,138.12,0.043,Gravel,46.07,D049,"LINESTRING(81.89125 24.431000000000004,81.89625 24.433000000000003,81.90124999999999 24.435000000000002)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-01,26.787,82.18375,EPSG:4326,0.0,105.92,124.98,125.67,122.15,112.04,108.08,12.31,17.59,0.000727,1277.22,141.09,0.044,Clay,106.65,D017,"LINESTRING(82.17875000000001 26.785,82.18375 26.787,82.18875 26.788999999999998)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-02,26.789,82.18625,EPSG:4326,1.5,146.21,172.53,137.5,135.2,126.51,125.35,8.5,12.15,0.002961,1220.3,170.5,0.041,Silt,93.95,D017,"LINESTRING(82.18125 26.787000000000003,82.18625 26.789,82.19125 26.791)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-03,26.791,82.18875,EPSG:4326,3.0,110.33,130.19,182.51,183.59,172.64,169.59,9.04,12.92,0.002547,899.81,136.17,0.029,Silt,9.97,D017,"LINESTRING(82.18375 26.789,82.18875 26.791,82.19375 26.793)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-04,26.793,82.19125,EPSG:4326,4.5,94.77,111.82,174.76,176.1,169.26,165.33,6.61,9.44,0.002657,779.94,113.64,0.029,Sand,132.02,D017,"LINESTRING(82.18625 26.791,82.19125 26.793,82.19624999999999 26.794999999999998)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-05,26.795,82.19375,EPSG:4326,6.0,157.55,185.91,159.34,158.09,153.5,152.84,4.55,6.5,0.003528,752.82,170.56,0.033,Alluvium,249.71,D017,"LINESTRING(82.18875000000001 26.793000000000003,82.19375000000001 26.795,82.19875 26.797)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-06,26.797,82.19625,EPSG:4326,7.5,98.5,116.23,180.86,184.26,168.31,166.81,9.83,14.04,0.002534,842.93,126.59,0.045,Clay,261.27,D017,"LINESTRING(82.19125000000001 26.795,82.19625 26.797,82.20125 26.799)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-07,26.799,82.19875,EPSG:4326,9.0,62.51,73.76,82.42,85.7,73.34,71.56,7.6,10.86,0.002944,446.99,84.23,0.028,Gravel,222.26,D017,"LINESTRING(82.19375000000001 26.797,82.19875 26.799,82.20375 26.801)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-08,26.801,82.20125,EPSG:4326,10.5,148.83,175.62,239.22,249.71,228.65,225.93,9.3,13.29,0.002413,1478.67,175.4,0.038,Sand,343.65,D017,"LINESTRING(82.19625 26.799000000000003,82.20125 26.801000000000002,82.20625 26.803)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-09,26.803,82.20375,EPSG:4326,12.0,121.19,143.0,132.59,132.37,128.73,125.48,4.98,7.11,0.002197,601.3,135.4,0.038,Sand,205.64,D017,"LINESTRING(82.19875 26.801000000000002,82.20375 26.803,82.20875 26.805)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-10,26.805,82.20625,EPSG:4326,13.5,134.77,159.03,97.23,93.61,89.37,88.52,6.09,8.7,0.001488,740.81,152.17,0.038,Sand,44.1,D017,"LINESTRING(82.20125 26.803,82.20625 26.805,82.21124999999999 26.807)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-11,26.807,82.20875,EPSG:4326,15.0,122.03,144.0,173.89,178.72,166.62,165.98,5.54,7.91,0.00138,827.22,137.86,0.044,Clay,279.2,D017,"LINESTRING(82.20375000000001 26.805000000000003,82.20875000000001 26.807000000000002,82.21375 26.809)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-12,26.809,82.21125,EPSG:4326,16.5,192.5,227.15,131.74,127.27,121.35,120.1,8.14,11.63,0.003287,1845.77,215.77,0.043,Alluvium,247.99,D017,"LINESTRING(82.20625000000001 26.807000000000002,82.21125 26.809,82.21625 26.811)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-13,26.811,82.21375,EPSG:4326,18.0,104.75,123.61,103.48,103.36,92.59,91.28,8.54,12.2,0.002212,1026.75,129.15,0.037,Sand,307.21,D017,"LINESTRING(82.20875000000001 26.809,82.21375 26.811,82.21875 26.813)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R30,Ghaghara,Ghaghara Basin,Uttar Pradesh,Ayodhya,IN-30-14,26.813,82.21625,EPSG:4326,19.5,236.73,279.35,151.13,145.52,145.02,144.26,4.81,6.87,0.001553,1074.76,250.47,0.038,Clay,191.07,D017,"LINESTRING(82.21125 26.811000000000003,82.21625 26.813000000000002,82.22125 26.815)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R31,Gandak,Gandak Basin,Bihar,Patna,IN-31-01,25.587,85.12375,EPSG:4326,0.0,150.22,177.25,221.77,223.26,210.29,208.03,9.61,13.74,0.00208,1413.15,177.69,0.029,Gravel,131.11,D034,"LINESTRING(85.11875 25.585,85.12375 25.587,85.12875 25.589)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R31,Gandak,Gandak Basin,Bihar,Patna,IN-31-02,25.589,85.12625,EPSG:4326,1.5,129.23,152.5,93.19,93.39,79.25,77.3,11.12,15.89,0.001399,1681.64,161.02,0.029,Clay,41.65,D034,"LINESTRING(85.12125 25.587000000000003,85.12625 25.589000000000002,85.13125 25.591)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R31,Gandak,Gandak Basin,Bihar,Patna,IN-31-03,25.591,85.12875,EPSG:4326,3.0,95.77,113.0,137.84,141.45,129.47,127.27,7.4,10.57,0.003506,679.93,116.91,0.037,Alluvium,206.06,D034,"LINESTRING(85.12375 25.589000000000002,85.12875 25.591,85.13374999999999 25.593)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
