SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Gate-1 Discharge (cusec),Gate-2 Discharge (cusec),Gate-3 Discharge (cusec),Gate-4 Discharge (cusec),Gate-5 Discharge (cusec),Gate-6 Discharge (cusec),Gate-7 Discharge (cusec),Gate-8 Discharge (cusec),Gate-9 Discharge (cusec),Gate-10 Discharge (cusec),Gate-11 Discharge (cusec),Gate-12 Discharge (cusec),Gate-13 Discharge (cusec),Gate-14 Discharge (cusec),Gate-15 Discharge (cusec),Gate-16 Discharge (cusec),Gate-17 Discharge (cusec),Gate-18 Discharge (cusec),Gate-19 Discharge (cusec),Gate-20 Discharge (cusec),Gate-21 Discharge (cusec),Gate-22 Discharge (cusec),Gate-23 Discharge (cusec),Gate-24 Discharge (cusec),Gate-25 Discharge (cusec),Gate-26 Discharge (cusec),Gate-27 Discharge (cusec),Gate-28 Discharge (cusec),Gate-29 Discharge (cusec),Gate-30 Discharge (cusec),Gate-31 Discharge (cusec),Gate-32 Discharge (cusec),Gate-33 Discharge (cusec),Gate-34 Discharge (cusec),Gate-35 Discharge (cusec),Gate-36 Discharge (cusec),Gate-37 Discharge (cusec),Gate-38 Discharge (cusec),Gate-39 Discharge (cusec),Gate-40 Discharge (cusec),Gate-41 Discharge (cusec),Gate-42 Discharge (cusec),Gate-43 Discharge (cusec),Gate-44 Discharge (cusec),Gate-45 Discharge (cusec),Gate-46 Discharge (cusec),Gate-47 Discharge (cusec),Gate-48 Discharge (cusec),Gate-49 Discharge (cusec),Gate-50 Discharge (cusec)
2488,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,18-07-2024 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2489,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,20-08-2024 16:00,828.84,0,0,0,0,0,828.84,828.84,861.68,828.84,0,0,0,0,0,828.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2490,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,20-08-2024 17:00,829.54,0,0,0,0,0,829.54,829.54,862.38,829.54,0,0,0,0,0,829.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2491,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,20-08-2024 19:00,829.54,0,0,0,0,0,829.54,829.54,862.38,829.54,0,0,0,0,0,829.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2492,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,20-08-2024 20:00,829.54,0,0,0,0,0,829.54,829.54,862.38,829.54,0,0,0,0,0,829.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2493,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,20-08-2024 21:00,830.25,0,0,0,0,0,830.25,830.25,863.09,830.25,0,0,0,0,0,830.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2494,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,20-08-2024 22:00,831.66,0,0,0,0,0,831.66,831.66,864.5,831.66,0,0,0,0,0,831.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2495,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,20-08-2024 23:00,831.66,0,0,0,0,0,831.66,831.66,864.5,831.66,0,0,0,0,0,831.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2496,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 00:00,831.66,0,0,0,0,0,831.66,831.66,864.5,831.66,0,0,0,0,0,831.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2497,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 01:00,830.95,0,0,0,0,0,830.95,830.95,863.8,830.95,0,0,0,0,0,830.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2498,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 13:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2499,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 14:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2500,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 15:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2501,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 16:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2502,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 17:00,830.95,0,0,0,0,0,830.95,830.95,863.8,830.95,0,0,0,0,0,830.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2503,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 19:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2504,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 20:00,834.13,0,0,0,0,0,834.13,834.13,867.33,834.13,0,0,0,0,0,834.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2505,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 21:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2506,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,21-08-2024 23:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2507,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 00:00,832.01,0,0,0,0,0,832.01,832.01,865.21,832.01,0,0,0,0,0,832.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2508,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 01:00,832.01,0,0,0,0,0,832.01,832.01,865.21,832.01,0,0,0,0,0,832.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2509,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 02:00,832.01,0,0,0,0,0,832.01,832.01,865.21,832.01,0,0,0,0,0,832.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2510,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 03:00,832.01,0,0,0,0,0,832.01,832.01,865.21,832.01,0,0,0,0,0,832.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2511,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 04:00,832.01,0,0,0,0,0,832.01,832.01,865.21,832.01,0,0,0,0,0,832.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2512,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 05:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2513,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 06:00,832.01,0,0,0,0,0,832.01,832.01,865.21,832.01,0,0,0,0,0,832.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2514,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 07:00,832.01,0,0,0,0,0,832.01,832.01,865.21,832.01,0,0,0,0,0,832.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2515,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 08:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2516,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 10:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2517,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 11:00,833.43,0,0,0,0,0,833.43,833.43,866.62,833.43,0,0,0,0,0,833.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2518,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 12:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2519,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 13:00,833.43,0,0,0,0,0,833.43,833.43,866.62,833.43,0,0,0,0,0,833.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2520,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 14:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2521,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 15:00,833.43,0,0,0,0,0,833.43,833.43,866.62,833.43,0,0,0,0,0,833.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2522,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 16:00,831.66,0,0,0,0,0,831.66,831.66,864.5,831.66,0,0,0,0,0,831.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2523,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 18:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2524,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 19:00,832.72,0,0,0,0,0,832.72,832.72,865.92,832.72,0,0,0,0,0,832.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2525,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 20:00,833.43,0,0,0,0,0,833.43,833.43,866.62,833.43,0,0,0,0,0,833.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2526,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 21:00,833.43,0,0,0,0,0,833.43,833.43,866.62,833.43,0,0,0,0,0,833.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2527,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 22:00,833.43,0,0,0,0,0,833.43,833.43,866.62,833.43,0,0,0,0,0,833.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2528,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,22-08-2024 23:00,834.13,0,0,0,0,0,834.13,834.13,867.33,834.13,0,0,0,0,0,834.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2529,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,23-08-2024 01:00,833.43,0,0,0,0,0,833.43,833.43,866.62,833.43,0,0,0,0,0,833.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2530,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,29-08-2024 17:00,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,5033.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2531,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,29-08-2024 18:00,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,5028.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2532,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,29-08-2024 19:00,4409.39,4409.39,4409.39,4409.39,4409.39,4409.39,4409.39,4409.39,4409.39,4409.39,4409.39,4439.05,4409.39,4409.39,4439.05,4409.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2533,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,29-08-2024 20:00,4405.15,4405.15,4405.15,4405.15,4405.15,4405.15,4405.15,4405.15,4405.15,4405.15,4405.15,4434.82,4405.15,4405.15,4434.82,4405.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2534,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,29-08-2024 21:00,4401.27,4401.27,4401.27,4401.27,4401.27,4401.27,4401.27,4401.27,4401.27,4401.27,4401.27,4430.93,4401.27,4401.27,4430.93,4401.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2535,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,29-08-2024 22:00,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,3798.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2536,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,29-08-2024 23:00,3798.09,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3798.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2537,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 00:00,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,3187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2538,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 01:00,2565.96,2565.96,2565.96,2565.96,2597.39,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2539,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 02:00,2565.96,2565.96,2565.96,2565.96,2597.39,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2540,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 04:00,2563.85,2563.85,2563.85,2563.85,2595.28,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2541,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 05:00,2563.85,2563.85,2563.85,2563.85,2595.28,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,2563.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2542,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 06:00,2565.96,2565.96,2565.96,2565.96,2597.39,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,2565.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2543,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 07:00,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2544,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 08:00,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2545,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 09:00,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,2534.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2546,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 11:00,2219.53,2250.96,2219.53,2219.53,2219.53,2219.53,2219.53,2219.53,2219.53,2219.53,2219.53,2219.53,2219.53,2219.53,2219.53,2219.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2547,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 12:00,2221.29,2253.08,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2548,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 13:00,2221.29,2253.08,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2549,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 14:00,2221.29,2253.08,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2550,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 15:00,2221.29,2253.08,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2551,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 16:00,2221.29,2253.08,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,2221.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
2552,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,30-08-2024 17:00,2223.06,2254.84,2223.06,2223.06,2223.06,2223.06,2223.06,2223.06,2223.06,2223.06,2223.06,2223.06,2223.06,2223.06,2223.06,2223.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
