SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Gate-1 Discharge (cusec),Gate-2 Discharge (cusec),Gate-3 Discharge (cusec),Gate-4 Discharge (cusec),Gate-5 Discharge (cusec),Gate-6 Discharge (cusec),Gate-7 Discharge (cusec),Gate-8 Discharge (cusec),Gate-9 Discharge (cusec),Gate-10 Discharge (cusec),Gate-11 Discharge (cusec),Gate-12 Discharge (cusec),Gate-13 Discharge (cusec),Gate-14 Discharge (cusec),Gate-15 Discharge (cusec),Gate-16 Discharge (cusec),Gate-17 Discharge (cusec),Gate-18 Discharge (cusec),Gate-19 Discharge (cusec),Gate-20 Discharge (cusec),Gate-21 Discharge (cusec),Gate-22 Discharge (cusec),Gate-23 Discharge (cusec),Gate-24 Discharge (cusec),Gate-25 Discharge (cusec),Gate-26 Discharge (cusec),Gate-27 Discharge (cusec),Gate-28 Discharge (cusec),Gate-29 Discharge (cusec),Gate-30 Discharge (cusec),Gate-31 Discharge (cusec),Gate-32 Discharge (cusec),Gate-33 Discharge (cusec),Gate-34 Discharge (cusec),Gate-35 Discharge (cusec),Gate-36 Discharge (cusec),Gate-37 Discharge (cusec),Gate-38 Discharge (cusec),Gate-39 Discharge (cusec),Gate-40 Discharge (cusec),Gate-41 Discharge (cusec),Gate-42 Discharge (cusec),Gate-43 Discharge (cusec),Gate-44 Discharge (cusec),Gate-45 Discharge (cusec),Gate-46 Discharge (cusec),Gate-47 Discharge (cusec),Gate-48 Discharge (cusec),Gate-49 Discharge (cusec),Gate-50 Discharge (cusec)
1808,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,09-02-2024 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1809,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1810,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1811,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1812,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1813,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 12:00,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1814,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1815,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1816,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1817,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1818,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1819,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1820,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,10-02-2024 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1821,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1822,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1823,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1824,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1825,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1826,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1827,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1828,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1829,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1830,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1831,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1832,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1833,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1834,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1835,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1836,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,11-02-2024 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1837,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1838,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1839,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1840,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1841,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1842,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1843,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1844,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1845,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1846,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1847,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1848,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1849,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1850,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1851,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1852,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1853,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,12-02-2024 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1854,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1855,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1856,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1857,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1858,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1859,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1860,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1861,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1862,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1863,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1864,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1865,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1866,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1867,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1868,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1869,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,13-02-2024 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1870,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,14-02-2024 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1871,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,14-02-2024 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1872,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,14-02-2024 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1873,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,14-02-2024 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1874,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,14-02-2024 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1875,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,14-02-2024 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1876,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,14-02-2024 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1877,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,14-02-2024 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1878,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,14-02-2024 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
1879,Ujjani Dam Rain Gauge,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,14-02-2024 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
